                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                 2.8445,                 2.8678,                 2.1959,                0.68759,                0.66292,                0.73905,                0.41773,                 2.8801,                  2.549,                  2.378,              0.0017888,              0.0017888,              0.0017888
                     34,                 2.7653,                 2.7998,                 2.1996,                0.73138,                0.65773,                0.75476,                0.42411,                 2.8167,                 2.5349,                 2.3556,              0.0017822,              0.0017822,              0.0017822
                     35,                 2.8988,                 2.8058,                 2.2173,                0.70582,                0.69417,                0.74061,                0.42744,                 2.7595,                 2.4705,                 2.3128,              0.0017756,              0.0017756,              0.0017756
                     36,                 2.7397,                 2.8077,                   2.16,                0.68379,                0.66573,                0.72397,                0.40435,                 2.8708,                  2.556,                 2.3585,               0.001769,               0.001769,               0.001769
                     37,                 2.7791,                  2.578,                 2.1928,                0.78151,                0.66314,                0.75521,                 0.4369,                 2.7967,                  2.464,                 2.3195,              0.0017624,              0.0017624,              0.0017624
                     38,                  2.691,                 2.6741,                 2.0506,                0.77491,                 0.6882,                0.75873,                0.42797,                 2.8483,                 2.5684,                 2.3775,              0.0017558,              0.0017558,              0.0017558
                     39,                  2.664,                 2.5823,                 2.1299,                0.76913,                 0.6925,                0.76203,                0.44906,                 2.8075,                  2.388,                 2.3465,              0.0017492,              0.0017492,              0.0017492
                     40,                 2.8317,                 2.6704,                 2.1735,                 0.7161,                0.69382,                0.77103,                0.42441,                 3.0336,                 2.5337,                 2.4377,              0.0017426,              0.0017426,              0.0017426
                     41,                 2.7987,                  2.414,                 2.1462,                0.70769,                0.69382,                0.76884,                 0.4471,                 2.8402,                 2.4844,                  2.371,               0.001736,               0.001736,               0.001736
                     42,                  2.899,                  2.471,                 2.1502,                0.73051,                0.66573,                0.75589,                0.44144,                 2.8601,                 2.4571,                 2.3672,              0.0017294,              0.0017294,              0.0017294
                     43,                 2.7731,                 2.6199,                  2.208,                 0.7107,                0.64888,                0.73692,                0.38827,                  2.952,                 2.5881,                 2.4007,              0.0017228,              0.0017228,              0.0017228
                     44,                 2.8698,                 2.5582,                 2.1972,                0.76669,                0.67384,                0.76797,                0.45449,                  2.797,                  2.345,                 2.3128,              0.0017162,              0.0017162,              0.0017162
                     45,                 2.7431,                 2.4125,                 2.1531,                0.77084,                0.70864,                0.78104,                0.44533,                   2.91,                 2.4079,                 2.3947,              0.0017096,              0.0017096,              0.0017096
                     46,                  2.608,                 2.4034,                 2.1011,                 0.7816,                0.69365,                0.77415,                0.46991,                  2.736,                  2.447,                  2.272,               0.001703,               0.001703,               0.001703
                     47,                 2.6716,                 2.2916,                 2.0932,                0.77143,                0.71102,                0.77016,                0.46359,                 2.7411,                 2.3702,                 2.2863,              0.0016964,              0.0016964,              0.0016964
                     48,                 2.7352,                 2.3716,                 2.1374,                0.76782,                0.69672,                0.77028,                0.43729,                 2.8937,                 2.5288,                 2.3799,              0.0016898,              0.0016898,              0.0016898
                     49,                 2.8454,                 2.4545,                 2.1465,                 0.7657,                0.69944,                0.77684,                0.44808,                  2.847,                 2.4469,                 2.3661,              0.0016832,              0.0016832,              0.0016832
                     50,                 2.7188,                 2.2826,                 2.0824,                0.77639,                0.70506,                0.78888,                0.45764,                 2.8163,                 2.3785,                 2.3647,              0.0016766,              0.0016766,              0.0016766
                     51,                 2.5828,                 2.2346,                 2.0893,                0.76077,                0.71463,                 0.7886,                0.44267,                 2.9105,                 2.5701,                 2.3919,                0.00167,                0.00167,                0.00167
                     52,                 2.6038,                 2.2353,                 2.1272,                0.71627,                0.75843,                0.79326,                0.45343,                 2.8812,                 2.5572,                 2.3562,              0.0016634,              0.0016634,              0.0016634
                     53,                 2.6092,                 2.1728,                 2.0749,                0.71427,                0.72191,                0.78773,                0.44542,                 2.8611,                 2.3951,                 2.3734,              0.0016568,              0.0016568,              0.0016568
                     54,                 2.6075,                 2.0538,                 2.1122,                 0.7471,                0.73853,                0.80636,                0.45891,                 2.7771,                 2.3246,                 2.3344,              0.0016502,              0.0016502,              0.0016502
                     55,                  2.572,                 2.0878,                 2.0715,                0.76034,                0.71067,                0.80056,                0.46182,                 2.7678,                 2.2474,                 2.3293,              0.0016436,              0.0016436,              0.0016436
                     56,                  2.562,                 2.1842,                 2.0179,                 0.7453,                0.71348,                0.78233,                0.42876,                 2.8887,                 2.3628,                 2.3997,               0.001637,               0.001637,               0.001637
                     57,                 2.7478,                 2.0663,                 2.1147,                0.78039,                0.70787,                0.80121,                 0.4707,                 2.7628,                 2.2698,                 2.2917,              0.0016304,              0.0016304,              0.0016304
                     58,                 2.4435,                 1.9981,                 2.0491,                0.74822,                0.73315,                0.79748,                0.46871,                 2.8125,                 2.3608,                 2.3186,              0.0016238,              0.0016238,              0.0016238
                     59,                 2.6116,                 2.1435,                 2.1211,                0.75428,                 0.7191,                0.78933,                0.47404,                 2.8005,                 2.4306,                 2.3059,              0.0016172,              0.0016172,              0.0016172
                     60,                 2.7746,                 2.0079,                 2.1204,                0.77269,                0.67794,                0.77209,                0.45847,                 2.7191,                 2.5145,                 2.3031,              0.0016106,              0.0016106,              0.0016106
                     61,                 2.4571,                 1.9594,                 2.0264,                0.76017,                0.66854,                0.75755,                0.43773,                 2.8173,                 2.6085,                 2.3499,               0.001604,               0.001604,               0.001604
                     62,                 2.6984,                 2.1141,                 2.0463,                0.72734,                0.72685,                0.78525,                0.47429,                 2.7414,                 2.5259,                 2.3028,              0.0015974,              0.0015974,              0.0015974
                     63,                 2.6111,                 2.0095,                 2.0911,                0.75158,                0.66573,                0.76322,                0.46335,                  2.773,                 2.5172,                 2.3354,              0.0015908,              0.0015908,              0.0015908
                     64,                 2.5525,                 1.9106,                 2.0001,                0.76442,                0.74719,                0.80463,                0.47959,                 2.7201,                 2.4229,                 2.2978,              0.0015842,              0.0015842,              0.0015842
                     65,                 2.6114,                 1.9489,                 2.0348,                0.78098,                0.75562,                0.80864,                0.46982,                 2.8016,                 2.4727,                 2.3245,              0.0015776,              0.0015776,              0.0015776
                     66,                 2.6479,                 1.8839,                 2.0831,                0.77835,                0.75562,                0.81587,                0.48706,                 2.7272,                 2.2826,                 2.2932,               0.001571,               0.001571,               0.001571
                     67,                 2.4826,                 1.8115,                 2.0623,                0.80879,                0.71067,                0.82078,                0.47382,                 2.8136,                 2.3629,                 2.3044,              0.0015644,              0.0015644,              0.0015644
                     68,                 2.5966,                 1.9142,                 2.0459,                0.78234,                0.73704,                0.80457,                0.47423,                 2.7953,                 2.3891,                 2.2705,              0.0015578,              0.0015578,              0.0015578
                     69,                 2.5058,                 1.9195,                 2.0716,                0.75005,                   0.75,                0.81165,                 0.5045,                 2.6414,                 2.3104,                 2.2346,              0.0015512,              0.0015512,              0.0015512
                     70,                 2.6883,                 1.8993,                 2.0703,                0.77314,                0.75629,                0.81157,                0.46664,                 2.7363,                 2.4752,                 2.3156,              0.0015446,              0.0015446,              0.0015446
                     71,                  2.561,                 1.9895,                 2.0995,                0.82106,                0.74755,                0.84083,                0.49677,                 2.7581,                 2.3261,                 2.3003,               0.001538,               0.001538,               0.001538
                     72,                  2.403,                 1.8975,                  1.973,                 0.8139,                0.75843,                 0.8393,                0.50214,                 2.7257,                  2.351,                 2.2968,              0.0015314,              0.0015314,              0.0015314
                     73,                 2.5227,                 1.8151,                 2.0799,                0.77776,                0.77659,                0.82076,                0.47196,                 2.7992,                 2.4693,                 2.3468,              0.0015248,              0.0015248,              0.0015248
                     74,                 2.5619,                 1.8625,                 2.1189,                0.84086,                0.74213,                0.82465,                 0.4993,                 2.7718,                 2.3454,                  2.324,              0.0015182,              0.0015182,              0.0015182
                     75,                 2.4448,                  1.793,                 2.0438,                0.85266,                0.73596,                0.84488,                0.50327,                   2.74,                  2.368,                 2.3079,              0.0015116,              0.0015116,              0.0015116
                     76,                 2.5133,                 1.8652,                  2.039,                0.85692,                0.73034,                0.83955,                0.50218,                 2.6634,                 2.3074,                 2.2712,               0.001505,               0.001505,               0.001505
                     77,                 2.4281,                 1.7252,                 2.0113,                0.75633,                 0.7847,                0.83415,                0.48839,                 2.6996,                 2.2868,                  2.294,              0.0014984,              0.0014984,              0.0014984
                     78,                 2.3804,                 1.7027,                 1.9821,                0.81076,                 0.7341,                 0.8337,                0.50237,                   2.69,                 2.2264,                 2.3032,              0.0014918,              0.0014918,              0.0014918
                     79,                 2.5008,                  1.707,                  2.044,                0.86635,                0.73876,                0.84056,                0.51987,                  2.626,                 2.1319,                 2.2608,              0.0014852,              0.0014852,              0.0014852
                     80,                 2.4497,                 1.8184,                 2.0251,                 0.8306,                 0.7191,                0.81618,                0.52068,                  2.603,                  2.127,                 2.2625,              0.0014786,              0.0014786,              0.0014786
                     81,                 2.3593,                    1.7,                 1.9544,                0.83689,                 0.7062,                0.83149,                0.52847,                 2.6585,                 2.0941,                 2.2831,               0.001472,               0.001472,               0.001472
                     82,                 2.4886,                 1.6783,                 2.0443,                0.83358,                0.73163,                0.83334,                 0.5286,                 2.6335,                  2.137,                  2.281,              0.0014654,              0.0014654,              0.0014654
                     83,                 2.3851,                 1.6777,                 1.9929,                0.81986,                0.70316,                0.80788,                  0.506,                 2.6633,                 2.2201,                 2.2868,              0.0014588,              0.0014588,              0.0014588
                     84,                 2.3422,                 1.7207,                 2.0136,                 0.7475,                0.77336,                 0.7997,                0.49207,                 2.7133,                 2.2932,                 2.3095,              0.0014522,              0.0014522,              0.0014522
                     85,                 2.4126,                 1.7169,                 1.9849,                0.77571,                0.74806,                0.82028,                 0.4999,                 2.6707,                  2.192,                 2.2914,              0.0014456,              0.0014456,              0.0014456
                     86,                 2.4109,                 1.6806,                 2.0028,                0.81066,                0.75767,                0.84565,                0.51633,                 2.6353,                 2.1061,                 2.2767,               0.001439,               0.001439,               0.001439
                     87,                 2.4767,                 1.7572,                 2.0139,                0.84558,                0.74438,                0.85308,                0.53277,                 2.6393,                 2.0887,                 2.2723,              0.0014324,              0.0014324,              0.0014324
                     88,                  2.548,                 1.7102,                  2.105,                0.85383,                0.76404,                0.85445,                0.53783,                 2.6429,                 2.1301,                 2.2898,              0.0014258,              0.0014258,              0.0014258
                     89,                 2.4575,                 1.7074,                  2.023,                0.79851,                0.74157,                0.83436,                0.51207,                 2.6896,                 2.2441,                 2.3141,              0.0014192,              0.0014192,              0.0014192
                     90,                 2.4074,                  1.721,                 2.0221,                0.82136,                0.75281,                0.83373,                0.53545,                 2.6095,                 2.1832,                 2.2607,              0.0014126,              0.0014126,              0.0014126
                     91,                 2.4356,                 1.8391,                 1.9899,                0.83823,                0.72777,                0.82861,                0.50977,                 2.6221,                 2.2481,                 2.2763,               0.001406,               0.001406,               0.001406
                     92,                 2.3775,                 1.6645,                 2.0215,                0.82148,                0.74969,                 0.8365,                0.52755,                 2.6129,                 2.2056,                 2.2712,              0.0013994,              0.0013994,              0.0013994
                     93,                 2.2805,                 1.6554,                 1.9911,                0.86858,                0.74719,                0.84619,                0.53884,                 2.5789,                 2.1535,                 2.2558,              0.0013928,              0.0013928,              0.0013928
                     94,                 2.4694,                 1.6342,                 2.0522,                0.80138,                0.79213,                0.84689,                0.53014,                 2.6229,                 2.2468,                 2.2788,              0.0013862,              0.0013862,              0.0013862
                     95,                 2.3655,                 1.6245,                 1.9832,                0.82535,                   0.75,                0.84612,                0.53481,                 2.6151,                 2.2447,                 2.2809,              0.0013796,              0.0013796,              0.0013796
                     96,                  2.331,                  1.584,                 1.9589,                0.80417,                0.73315,                0.82613,                0.52008,                  2.533,                 2.1351,                 2.2304,               0.001373,               0.001373,               0.001373
                     97,                 2.2951,                  1.665,                  1.969,                 0.8619,                0.69101,                0.82828,                0.53186,                 2.5299,                 2.1353,                 2.2419,              0.0013664,              0.0013664,              0.0013664
                     98,                 2.1878,                 1.4885,                 1.9003,                0.79566,                0.76966,                0.82814,                0.50121,                 2.7014,                 2.2202,                 2.3183,              0.0013598,              0.0013598,              0.0013598
                     99,                 2.2444,                 1.5189,                 1.9356,                 0.7807,                0.76966,                0.81318,                0.47022,                 2.7991,                 2.2734,                 2.4023,              0.0013532,              0.0013532,              0.0013532
                    100,                 2.2877,                 1.6305,                 1.9285,                0.82705,                0.76685,                0.83696,                0.50107,                 2.6707,                 2.1925,                  2.328,              0.0013466,              0.0013466,              0.0013466
                    101,                 2.3112,                 1.5525,                  1.978,                 0.8472,                0.74438,                0.83405,                0.50957,                 2.6414,                 2.1873,                 2.3066,                0.00134,                0.00134,                0.00134
                    102,                 2.5562,                 1.7169,                  2.068,                0.78895,                0.76124,                0.82004,                 0.4852,                 2.7284,                 2.2965,                 2.3807,              0.0013334,              0.0013334,              0.0013334
                    103,                 2.3242,                 1.5555,                 2.0237,                0.83099,                0.73876,                0.82554,                0.50564,                 2.6302,                 2.2181,                 2.3068,              0.0013268,              0.0013268,              0.0013268
                    104,                 2.3624,                 1.5944,                 2.0124,                0.79174,                0.76404,                0.81793,                0.52191,                  2.571,                 2.1037,                  2.262,              0.0013202,              0.0013202,              0.0013202
                    105,                  2.295,                 1.5309,                 2.0011,                0.81222,                0.74719,                 0.8231,                0.50982,                 2.6748,                 2.1651,                 2.2724,              0.0013136,              0.0013136,              0.0013136
                    106,                 2.3231,                 1.5894,                 1.9762,                0.82172,                0.76389,                0.82033,                0.50578,                 2.7027,                 2.1534,                 2.2918,               0.001307,               0.001307,               0.001307
                    107,                 2.1818,                 1.4656,                 1.8631,                 0.7673,                0.73596,                0.79907,                0.48617,                 2.7638,                 2.2791,                 2.3363,              0.0013004,              0.0013004,              0.0013004
                    108,                 2.3257,                 1.5717,                 1.9795,                 0.7885,                0.73304,                0.80871,                0.49577,                 2.6627,                 2.2074,                 2.2725,              0.0012938,              0.0012938,              0.0012938
                    109,                 2.3196,                 1.5831,                 1.9841,                0.77623,                0.75281,                0.82115,                0.49609,                 2.6894,                 2.2248,                 2.2758,              0.0012872,              0.0012872,              0.0012872
                    110,                 2.3188,                 1.5695,                 1.9419,                0.82906,                   0.75,                0.82398,                0.48078,                 2.7728,                 2.3916,                 2.3504,              0.0012806,              0.0012806,              0.0012806
                    111,                 2.2824,                 1.5853,                 1.9532,                0.82515,                0.77809,                0.84774,                0.51382,                 2.6446,                 2.2992,                 2.2889,               0.001274,               0.001274,               0.001274
                    112,                 2.1979,                 1.4865,                 1.7967,                0.80286,                0.77788,                0.84672,                0.51326,                 2.7759,                 2.1885,                 2.3293,              0.0012674,              0.0012674,              0.0012674
                    113,                 2.3039,                 1.4824,                 1.9842,                0.82491,                0.75562,                0.83164,                0.49071,                 2.8211,                 2.2237,                 2.3828,              0.0012608,              0.0012608,              0.0012608
                    114,                 2.3136,                 1.4311,                 1.9713,                0.84844,                0.77809,                0.84934,                0.53518,                 2.6111,                  2.151,                 2.2719,              0.0012542,              0.0012542,              0.0012542
                    115,                 2.3053,                 1.4874,                  2.008,                  0.808,                0.80618,                0.84161,                0.49228,                 2.7958,                 2.2224,                 2.3282,              0.0012476,              0.0012476,              0.0012476
                    116,                 2.2851,                 1.4922,                 1.9169,                 0.8143,                0.78652,                0.83839,                0.48875,                 2.7904,                 2.2219,                 2.3293,               0.001241,               0.001241,               0.001241
                    117,                 2.4788,                 1.5806,                 2.0246,                0.82962,                0.78371,                0.84665,                0.51529,                 2.6582,                 2.2651,                 2.2754,              0.0012344,              0.0012344,              0.0012344
                    118,                 2.0785,                 1.4117,                 1.7936,                0.80862,                0.80706,                0.84825,                0.52008,                 2.6977,                 2.2851,                 2.2971,              0.0012278,              0.0012278,              0.0012278
                    119,                 2.3221,                 1.4847,                 1.9591,                0.79072,                0.78371,                0.83819,                0.52112,                 2.7418,                  2.307,                 2.3247,              0.0012212,              0.0012212,              0.0012212
                    120,                 2.3583,                 1.4576,                 1.9236,                0.80468,                0.79213,                0.83978,                0.52758,                 2.6828,                 2.3317,                 2.3098,              0.0012146,              0.0012146,              0.0012146
                    121,                 2.3004,                 1.5951,                  2.003,                0.83336,                0.73034,                0.83119,                0.50307,                  2.755,                 2.4179,                 2.3317,               0.001208,               0.001208,               0.001208
                    122,                 2.3263,                 1.5151,                 1.9314,                0.82456,                0.74719,                0.84062,                0.53158,                 2.6177,                 2.2886,                 2.2492,              0.0012014,              0.0012014,              0.0012014
                    123,                 2.2505,                 1.5026,                  1.998,                0.84795,                0.75281,                0.83603,                0.51438,                  2.734,                 2.4295,                 2.3411,              0.0011948,              0.0011948,              0.0011948
                    124,                 2.1804,                 1.4212,                 1.8956,                0.85321,                0.76736,                0.85241,                0.52571,                 2.6295,                 2.4525,                 2.3058,              0.0011882,              0.0011882,              0.0011882
                    125,                 2.0809,                  1.438,                 1.8577,                0.84531,                0.75843,                  0.843,                0.52918,                 2.6396,                 2.3354,                 2.2849,              0.0011816,              0.0011816,              0.0011816
                    126,                 2.2367,                 1.4982,                 1.8932,                0.78751,                0.71833,                0.79622,                 0.5065,                 2.7457,                 2.4193,                 2.3131,               0.001175,               0.001175,               0.001175
                    127,                 2.1878,                 1.5731,                 2.0283,                0.82055,                0.72472,                0.79626,                0.50835,                 2.7366,                 2.4308,                 2.3267,              0.0011684,              0.0011684,              0.0011684
                    128,                 2.2286,                 1.4994,                 1.9354,                0.81347,                0.76124,                0.82488,                 0.5218,                 2.5631,                 2.5922,                  2.269,              0.0011618,              0.0011618,              0.0011618
                    129,                 2.2599,                 1.5671,                 1.9196,                0.80471,                0.77809,                0.83276,                0.52289,                 2.6134,                 2.4799,                 2.2858,              0.0011552,              0.0011552,              0.0011552
                    130,                  2.175,                 1.4557,                  1.904,                 0.7797,                0.77548,                0.83615,                0.52455,                 2.6947,                 2.2647,                 2.3134,              0.0011486,              0.0011486,              0.0011486
                    131,                 2.2598,                 1.4836,                 1.9814,                0.79674,                0.78178,                 0.8446,                0.55093,                 2.6023,                 2.1375,                 2.2583,               0.001142,               0.001142,               0.001142
                    132,                 2.1752,                 1.4327,                 1.9097,                0.81916,                0.79213,                0.85076,                0.54772,                 2.6738,                 2.2882,                 2.2878,              0.0011354,              0.0011354,              0.0011354
                    133,                 2.3929,                 1.5147,                 1.9514,                0.84531,                0.77528,                0.85126,                0.52067,                 2.7883,                 2.4032,                 2.3622,              0.0011288,              0.0011288,              0.0011288
                    134,                 2.2605,                 1.4539,                 1.9178,                0.83526,                0.80899,                0.85685,                0.53915,                 2.6886,                 2.2081,                 2.3093,              0.0011222,              0.0011222,              0.0011222
                    135,                 2.2624,                 1.4872,                 1.9819,                0.87662,                0.73847,                0.85485,                0.52981,                 2.7799,                 2.0977,                  2.342,              0.0011156,              0.0011156,              0.0011156
                    136,                 2.2781,                 1.4695,                 1.9221,                0.84826,                0.76966,                0.85179,                0.50953,                  2.864,                 2.1249,                 2.3858,               0.001109,               0.001109,               0.001109
                    137,                 2.3024,                 1.4615,                 1.9965,                0.84117,                0.80334,                0.85787,                0.52558,                 2.6544,                  2.187,                 2.3045,              0.0011024,              0.0011024,              0.0011024
                    138,                 2.0213,                 1.4169,                 1.8529,                0.80793,                0.82712,                0.86137,                0.53097,                 2.6464,                 2.1972,                 2.3197,              0.0010958,              0.0010958,              0.0010958
                    139,                 2.1879,                 1.3739,                 1.9137,                0.83521,                 0.7809,                0.85307,                0.51098,                 2.7805,                 2.0166,                 2.3881,              0.0010892,              0.0010892,              0.0010892
                    140,                  2.027,                 1.4583,                 1.8523,                 0.8574,                0.74719,                0.85277,                0.52263,                 2.7329,                 2.0149,                 2.3631,              0.0010826,              0.0010826,              0.0010826
                    141,                 2.2211,                 1.4322,                 1.9651,                0.78269,                0.80337,                0.84129,                0.51073,                 2.6517,                 2.3062,                 2.3264,               0.001076,               0.001076,               0.001076
                    142,                 2.2407,                  1.556,                 1.9196,                0.84984,                   0.75,                0.84257,                0.51259,                 2.6743,                  2.088,                 2.3321,              0.0010694,              0.0010694,              0.0010694
                    143,                 2.0484,                 1.3755,                  1.904,                0.84875,                0.75664,                0.84476,                0.53646,                 2.6204,                 2.0148,                 2.2953,              0.0010628,              0.0010628,              0.0010628
                    144,                 2.1483,                 1.3502,                 1.9011,                0.81032,                  0.756,                0.83016,                0.52439,                 2.6736,                 2.1411,                 2.2979,              0.0010562,              0.0010562,              0.0010562
                    145,                 2.1445,                 1.4272,                 1.9368,                0.81487,                0.75421,                0.82971,                  0.507,                 2.7348,                 2.3188,                 2.3422,              0.0010496,              0.0010496,              0.0010496
                    146,                 2.1773,                 1.4682,                 1.9432,                0.88446,                0.75281,                0.84698,                0.53342,                   2.58,                 2.4865,                 2.2769,               0.001043,               0.001043,               0.001043
                    147,                 2.0061,                 1.4288,                 1.8262,                0.83648,                 0.7472,                0.83874,                0.52311,                 2.6408,                   2.34,                 2.2991,              0.0010364,              0.0010364,              0.0010364
                    148,                 2.3048,                 1.4717,                 1.9785,                0.87257,                0.76404,                0.84774,                0.54102,                 2.6073,                 2.1734,                 2.2751,              0.0010298,              0.0010298,              0.0010298
                    149,                 2.1469,                 1.3321,                 1.9438,                0.85608,                 0.7809,                0.85094,                0.55829,                 2.5452,                 2.0956,                 2.2408,              0.0010232,              0.0010232,              0.0010232
                    150,                 2.0124,                 1.3238,                  1.868,                0.84541,                0.79882,                0.85924,                0.56298,                 2.5505,                 2.1157,                 2.2556,              0.0010166,              0.0010166,              0.0010166
                    151,                 2.0619,                 1.3244,                 1.9097,                0.86762,                0.79775,                0.86198,                0.55262,                 2.5716,                 2.2701,                 2.2601,                0.00101,                0.00101,                0.00101
                    152,                  2.087,                 1.3795,                 1.9975,                0.87104,                0.78933,                0.86281,                0.55607,                 2.5412,                 2.2591,                 2.2565,              0.0010034,              0.0010034,              0.0010034
