                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                 5.6262,                 11.806,                 4.0062,                0.03882,                0.18539,                0.01839,                0.00345,                 6.4417,                 19.361,                 7.2085,              0.0018284,              0.0018284,              0.0018284
                     28,                 5.9448,                 11.021,                  4.451,                0.03882,                0.18539,                0.01839,                0.00345,                 6.4417,                 19.361,                 7.2085,              0.0018218,              0.0018218,              0.0018218
                     29,                 7.3815,                 10.815,                 5.3023,                0.03882,                0.18539,                0.01839,                0.00345,                 6.4417,                 19.361,                 7.2085,              0.0018152,              0.0018152,              0.0018152
                     30,                 6.3679,                  8.424,                 4.9062,                0.03882,                0.18539,                0.01839,                0.00345,                 6.4417,                 19.361,                 7.2085,              0.0018086,              0.0018086,              0.0018086
                     31,                 6.1335,                 11.625,                 4.6665,                0.03882,                0.18539,                0.01839,                0.00345,                 6.4417,                 19.361,                 7.2085,               0.001802,               0.001802,               0.001802
                     32,                 6.3453,                   8.05,                 4.2766,                0.00176,                0.07584,                0.00095,                0.00026,                 5.4479,                 14.378,                 4.1386,              0.0017954,              0.0017954,              0.0017954
                     33,                 4.4947,                 11.589,                 2.6665,                0.00176,                0.07584,                0.00095,                0.00026,                 5.4479,                 14.378,                 4.1386,              0.0017888,              0.0017888,              0.0017888
                     34,                 5.3824,                 10.518,                 2.9876,                0.00176,                0.07584,                0.00095,                0.00026,                 5.4479,                 14.378,                 4.1386,              0.0017822,              0.0017822,              0.0017822
                     35,                 5.0823,                 9.3325,                 3.5965,                0.00176,                0.07584,                0.00095,                0.00026,                 5.4479,                 14.378,                 4.1386,              0.0017756,              0.0017756,              0.0017756
                     36,                 5.7302,                 10.209,                 3.4541,                0.00176,                0.07584,                0.00095,                0.00026,                 5.4479,                 14.378,                 4.1386,               0.001769,               0.001769,               0.001769
                     37,                 5.1559,                 7.9409,                 3.4382,                0.00176,                0.07584,                0.00095,                0.00026,                 5.4479,                 14.378,                 4.1386,              0.0017624,              0.0017624,              0.0017624
                     38,                 4.9835,                 9.6346,                 2.8158,                0.01451,                 0.6236,                0.01314,                 0.0041,                 5.0732,                 9.1788,                 3.5017,              0.0017558,              0.0017558,              0.0017558
                     39,                 5.3277,                 8.9191,                 3.6204,                0.01451,                 0.6236,                0.01314,                 0.0041,                 5.0732,                 9.1788,                 3.5017,              0.0017492,              0.0017492,              0.0017492
                     40,                 5.0621,                   9.43,                  3.024,                0.01451,                 0.6236,                0.01314,                 0.0041,                 5.0732,                 9.1788,                 3.5017,              0.0017426,              0.0017426,              0.0017426
                     41,                 6.0017,                 8.7803,                 3.6047,                0.01451,                 0.6236,                0.01314,                 0.0041,                 5.0732,                 9.1788,                 3.5017,               0.001736,               0.001736,               0.001736
                     42,                 6.1623,                 7.8662,                 3.6666,                0.01451,                 0.6236,                0.01314,                 0.0041,                 5.0732,                 9.1788,                 3.5017,              0.0017294,              0.0017294,              0.0017294
                     43,                 5.7899,                 6.9784,                 3.5538,                0.01451,                 0.6236,                0.01314,                 0.0041,                 5.0732,                 9.1788,                 3.5017,              0.0017228,              0.0017228,              0.0017228
                     44,                 6.1987,                 7.8469,                 3.7197,                0.01451,                 0.6236,                0.01314,                 0.0041,                 5.0732,                 9.1788,                 3.5017,              0.0017162,              0.0017162,              0.0017162
                     45,                 4.1902,                 8.9938,                  2.851,                0.01464,                0.62921,                0.01941,                0.00627,                 4.3398,                 7.5972,                 3.3213,              0.0017096,              0.0017096,              0.0017096
                     46,                 4.2266,                 9.0401,                 3.0135,                0.01464,                0.62921,                0.01941,                0.00627,                 4.3398,                 7.5972,                 3.3213,               0.001703,               0.001703,               0.001703
                     47,                 3.8721,                 9.0214,                 2.7831,                0.01464,                0.62921,                0.01941,                0.00627,                 4.3398,                 7.5972,                 3.3213,              0.0016964,              0.0016964,              0.0016964
                     48,                 4.9164,                 8.7424,                 3.1861,                0.01464,                0.62921,                0.01941,                0.00627,                 4.3398,                 7.5972,                 3.3213,              0.0016898,              0.0016898,              0.0016898
                     49,                 4.3314,                  7.959,                 2.9122,                0.01464,                0.62921,                0.01941,                0.00627,                 4.3398,                 7.5972,                 3.3213,              0.0016832,              0.0016832,              0.0016832
                     50,                 4.2844,                 8.9094,                 2.9661,                0.01464,                0.62921,                0.01941,                0.00627,                 4.3398,                 7.5972,                 3.3213,              0.0016766,              0.0016766,              0.0016766
                     51,                 3.8784,                 9.1971,                  2.701,                0.23488,                0.12079,                0.11882,                0.03557,                 4.2136,                 10.548,                 3.2616,                0.00167,                0.00167,                0.00167
                     52,                  4.079,                 8.1453,                 2.8026,                0.23488,                0.12079,                0.11882,                0.03557,                 4.2136,                 10.548,                 3.2616,              0.0016634,              0.0016634,              0.0016634
                     53,                 4.5074,                 8.8132,                 2.9572,                0.23488,                0.12079,                0.11882,                0.03557,                 4.2136,                 10.548,                 3.2616,              0.0016568,              0.0016568,              0.0016568
                     54,                 4.3611,                 6.7727,                 2.9348,                0.23488,                0.12079,                0.11882,                0.03557,                 4.2136,                 10.548,                 3.2616,              0.0016502,              0.0016502,              0.0016502
                     55,                 4.5393,                 7.4842,                 3.1857,                0.23488,                0.12079,                0.11882,                0.03557,                 4.2136,                 10.548,                 3.2616,              0.0016436,              0.0016436,              0.0016436
                     56,                 4.1799,                 6.9027,                 2.8533,                0.23488,                0.12079,                0.11882,                0.03557,                 4.2136,                 10.548,                 3.2616,               0.001637,               0.001637,               0.001637
                     57,                 4.5206,                 5.8599,                 2.9947,                0.23488,                0.12079,                0.11882,                0.03557,                 4.2136,                 10.548,                 3.2616,              0.0016304,              0.0016304,              0.0016304
                     58,                 4.3661,                 7.8028,                 2.8479,                0.31906,                0.22639,                0.22223,                0.07999,                 4.0526,                 7.1544,                 3.0072,              0.0016238,              0.0016238,              0.0016238
                     59,                 4.5229,                 8.5139,                 2.7277,                0.31906,                0.22639,                0.22223,                0.07999,                 4.0526,                 7.1544,                 3.0072,              0.0016172,              0.0016172,              0.0016172
                     60,                 4.3109,                 5.8305,                 3.0191,                0.31906,                0.22639,                0.22223,                0.07999,                 4.0526,                 7.1544,                 3.0072,              0.0016106,              0.0016106,              0.0016106
                     61,                 3.7181,                  7.609,                    2.6,                0.31906,                0.22639,                0.22223,                0.07999,                 4.0526,                 7.1544,                 3.0072,               0.001604,               0.001604,               0.001604
                     62,                 3.8179,                 9.1108,                 2.4316,                0.31906,                0.22639,                0.22223,                0.07999,                 4.0526,                 7.1544,                 3.0072,              0.0015974,              0.0015974,              0.0015974
                     63,                 4.1269,                 6.8918,                 2.6751,                0.31906,                0.22639,                0.22223,                0.07999,                 4.0526,                 7.1544,                 3.0072,              0.0015908,              0.0015908,              0.0015908
                     64,                 3.5235,                 6.6925,                 2.5327,                0.51528,                0.17021,                0.28651,                0.10545,                 3.9936,                 6.6765,                 2.9446,              0.0015842,              0.0015842,              0.0015842
                     65,                 4.2762,                 8.4724,                 2.7872,                0.51528,                0.17021,                0.28651,                0.10545,                 3.9936,                 6.6765,                 2.9446,              0.0015776,              0.0015776,              0.0015776
                     66,                  3.675,                 6.9858,                 2.4714,                0.51528,                0.17021,                0.28651,                0.10545,                 3.9936,                 6.6765,                 2.9446,               0.001571,               0.001571,               0.001571
                     67,                  4.433,                 6.9693,                 2.7657,                0.51528,                0.17021,                0.28651,                0.10545,                 3.9936,                 6.6765,                 2.9446,              0.0015644,              0.0015644,              0.0015644
                     68,                 3.7719,                 6.9624,                 2.6583,                0.51528,                0.17021,                0.28651,                0.10545,                 3.9936,                 6.6765,                 2.9446,              0.0015578,              0.0015578,              0.0015578
                     69,                 4.1905,                 6.9886,                 2.7841,                0.51528,                0.17021,                0.28651,                0.10545,                 3.9936,                 6.6765,                 2.9446,              0.0015512,              0.0015512,              0.0015512
                     70,                  4.122,                 7.8976,                 2.5581,                0.43527,                0.38764,                0.38942,                0.14121,                 3.9518,                 6.4294,                 2.8707,              0.0015446,              0.0015446,              0.0015446
                     71,                  4.079,                 6.2184,                 2.5669,                0.43527,                0.38764,                0.38942,                0.14121,                 3.9518,                 6.4294,                 2.8707,               0.001538,               0.001538,               0.001538
                     72,                 3.7404,                 6.2695,                 2.5853,                0.43527,                0.38764,                0.38942,                0.14121,                 3.9518,                 6.4294,                 2.8707,              0.0015314,              0.0015314,              0.0015314
                     73,                 3.7585,                 6.0796,                 2.5935,                0.43527,                0.38764,                0.38942,                0.14121,                 3.9518,                 6.4294,                 2.8707,              0.0015248,              0.0015248,              0.0015248
                     74,                 4.1784,                 8.3372,                 2.6827,                0.43527,                0.38764,                0.38942,                0.14121,                 3.9518,                 6.4294,                 2.8707,              0.0015182,              0.0015182,              0.0015182
                     75,                 3.9912,                 6.2776,                 2.7123,                0.43527,                0.38764,                0.38942,                0.14121,                 3.9518,                 6.4294,                 2.8707,              0.0015116,              0.0015116,              0.0015116
                     76,                 3.7002,                 6.2715,                 2.7052,                0.43527,                0.38764,                0.38942,                0.14121,                 3.9518,                 6.4294,                 2.8707,               0.001505,               0.001505,               0.001505
                     77,                 4.3583,                 5.9925,                 2.5907,                0.35145,                0.42978,                0.35076,                0.13701,                 3.7908,                 7.0472,                 2.7879,              0.0014984,              0.0014984,              0.0014984
                     78,                 3.9299,                 6.7961,                 2.4977,                0.35145,                0.42978,                0.35076,                0.13701,                 3.7908,                 7.0472,                 2.7879,              0.0014918,              0.0014918,              0.0014918
                     79,                 3.9456,                 5.7226,                 2.4979,                0.35145,                0.42978,                0.35076,                0.13701,                 3.7908,                 7.0472,                 2.7879,              0.0014852,              0.0014852,              0.0014852
                     80,                 4.0521,                 5.1534,                 2.6761,                0.35145,                0.42978,                0.35076,                0.13701,                 3.7908,                 7.0472,                 2.7879,              0.0014786,              0.0014786,              0.0014786
                     81,                 4.4949,                 7.2977,                 2.8143,                0.35145,                0.42978,                0.35076,                0.13701,                 3.7908,                 7.0472,                 2.7879,               0.001472,               0.001472,               0.001472
                     82,                  3.834,                 5.8492,                 2.6876,                0.35145,                0.42978,                0.35076,                0.13701,                 3.7908,                 7.0472,                 2.7879,              0.0014654,              0.0014654,              0.0014654
                     83,                 4.1746,                 5.9706,                 2.4588,                0.40597,                0.39888,                0.37007,                0.13965,                 3.7463,                 7.1719,                 2.7822,              0.0014588,              0.0014588,              0.0014588
                     84,                 3.2632,                 6.5216,                 2.2056,                0.40597,                0.39888,                0.37007,                0.13965,                 3.7463,                 7.1719,                 2.7822,              0.0014522,              0.0014522,              0.0014522
                     85,                  3.533,                 6.6135,                 2.3762,                0.40597,                0.39888,                0.37007,                0.13965,                 3.7463,                 7.1719,                 2.7822,              0.0014456,              0.0014456,              0.0014456
                     86,                 4.1233,                 7.0838,                 2.4634,                0.40597,                0.39888,                0.37007,                0.13965,                 3.7463,                 7.1719,                 2.7822,               0.001439,               0.001439,               0.001439
                     87,                 3.8642,                 6.2862,                 2.5398,                0.40597,                0.39888,                0.37007,                0.13965,                 3.7463,                 7.1719,                 2.7822,              0.0014324,              0.0014324,              0.0014324
                     88,                 2.9666,                 8.1363,                 2.0819,                0.40597,                0.39888,                0.37007,                0.13965,                 3.7463,                 7.1719,                 2.7822,              0.0014258,              0.0014258,              0.0014258
                     89,                 3.9453,                 5.2643,                 2.6727,                0.40597,                0.39888,                0.37007,                0.13965,                 3.7463,                 7.1719,                 2.7822,              0.0014192,              0.0014192,              0.0014192
                     90,                 3.6454,                  7.274,                 2.2756,                0.48365,                0.41573,                0.44319,                0.16516,                 3.6813,                 6.9971,                 2.7671,              0.0014126,              0.0014126,              0.0014126
                     91,                 3.2147,                 7.1788,                 2.2236,                0.48365,                0.41573,                0.44319,                0.16516,                 3.6813,                 6.9971,                 2.7671,               0.001406,               0.001406,               0.001406
                     92,                 3.6675,                 6.6993,                 2.5324,                0.48365,                0.41573,                0.44319,                0.16516,                 3.6813,                 6.9971,                 2.7671,              0.0013994,              0.0013994,              0.0013994
                     93,                 3.4619,                 5.0236,                  2.467,                0.48365,                0.41573,                0.44319,                0.16516,                 3.6813,                 6.9971,                 2.7671,              0.0013928,              0.0013928,              0.0013928
                     94,                 3.7719,                 5.4913,                 2.4761,                0.48365,                0.41573,                0.44319,                0.16516,                 3.6813,                 6.9971,                 2.7671,              0.0013862,              0.0013862,              0.0013862
                     95,                 3.8734,                 5.6291,                 2.6202,                0.48365,                0.41573,                0.44319,                0.16516,                 3.6813,                 6.9971,                 2.7671,              0.0013796,              0.0013796,              0.0013796
                     96,                 3.3883,                 5.4538,                 2.2488,                0.52095,                0.42135,                0.44459,                 0.1818,                 3.6833,                 5.6712,                 2.7541,               0.001373,               0.001373,               0.001373
                     97,                 3.5137,                 5.3013,                 2.4238,                0.52095,                0.42135,                0.44459,                 0.1818,                 3.6833,                 5.6712,                 2.7541,              0.0013664,              0.0013664,              0.0013664
                     98,                 3.3574,                 5.6489,                 2.4441,                0.52095,                0.42135,                0.44459,                 0.1818,                 3.6833,                 5.6712,                 2.7541,              0.0013598,              0.0013598,              0.0013598
                     99,                 3.0209,                 6.5491,                 2.4425,                0.52095,                0.42135,                0.44459,                 0.1818,                 3.6833,                 5.6712,                 2.7541,              0.0013532,              0.0013532,              0.0013532
                    100,                 3.4259,                  4.999,                 2.4272,                0.52095,                0.42135,                0.44459,                 0.1818,                 3.6833,                 5.6712,                 2.7541,              0.0013466,              0.0013466,              0.0013466
                    101,                 3.6698,                 5.6813,                 2.5564,                0.52095,                0.42135,                0.44459,                 0.1818,                 3.6833,                 5.6712,                 2.7541,                0.00134,                0.00134,                0.00134
                    102,                 3.6764,                  7.502,                 2.3087,                0.52484,                0.44382,                0.47297,                0.20267,                 3.6487,                 5.4871,                 2.7385,              0.0013334,              0.0013334,              0.0013334
                    103,                 3.1232,                  6.146,                  2.329,                0.52484,                0.44382,                0.47297,                0.20267,                 3.6487,                 5.4871,                 2.7385,              0.0013268,              0.0013268,              0.0013268
                    104,                 3.5647,                 6.6205,                 2.5286,                0.52484,                0.44382,                0.47297,                0.20267,                 3.6487,                 5.4871,                 2.7385,              0.0013202,              0.0013202,              0.0013202
                    105,                 3.5823,                 5.5681,                 2.4829,                0.52484,                0.44382,                0.47297,                0.20267,                 3.6487,                 5.4871,                 2.7385,              0.0013136,              0.0013136,              0.0013136
                    106,                 3.4304,                 6.2369,                 2.3077,                0.52484,                0.44382,                0.47297,                0.20267,                 3.6487,                 5.4871,                 2.7385,               0.001307,               0.001307,               0.001307
                    107,                 3.5285,                 5.8225,                 2.6081,                0.52484,                0.44382,                0.47297,                0.20267,                 3.6487,                 5.4871,                 2.7385,              0.0013004,              0.0013004,              0.0013004
                    108,                 3.8204,                 6.2808,                 2.4205,                0.52484,                0.44382,                0.47297,                0.20267,                 3.6487,                 5.4871,                 2.7385,              0.0012938,              0.0012938,              0.0012938
                    109,                 3.4032,                   8.67,                 2.0271,                0.50869,                0.41011,                0.45291,                0.18976,                 3.7129,                 5.4501,                 2.7405,              0.0012872,              0.0012872,              0.0012872
                    110,                 3.3062,                 5.5041,                 2.5753,                0.50869,                0.41011,                0.45291,                0.18976,                 3.7129,                 5.4501,                 2.7405,              0.0012806,              0.0012806,              0.0012806
                    111,                 3.3935,                 5.4539,                 2.3253,                0.50869,                0.41011,                0.45291,                0.18976,                 3.7129,                 5.4501,                 2.7405,               0.001274,               0.001274,               0.001274
                    112,                 3.3609,                 4.4289,                 2.3206,                0.50869,                0.41011,                0.45291,                0.18976,                 3.7129,                 5.4501,                 2.7405,              0.0012674,              0.0012674,              0.0012674
                    113,                 3.8096,                 4.4754,                 2.4042,                0.50869,                0.41011,                0.45291,                0.18976,                 3.7129,                 5.4501,                 2.7405,              0.0012608,              0.0012608,              0.0012608
                    114,                  3.562,                 5.3389,                 2.3367,                0.50869,                0.41011,                0.45291,                0.18976,                 3.7129,                 5.4501,                 2.7405,              0.0012542,              0.0012542,              0.0012542
                    115,                 3.0623,                 6.7005,                 2.0548,                0.50537,                0.40181,                0.43173,                0.18551,                 3.6631,                 5.2956,                 2.7015,              0.0012476,              0.0012476,              0.0012476
                    116,                 3.1441,                  5.018,                 2.2374,                0.50537,                0.40181,                0.43173,                0.18551,                 3.6631,                 5.2956,                 2.7015,               0.001241,               0.001241,               0.001241
                    117,                 3.1577,                  4.976,                 2.0951,                0.50537,                0.40181,                0.43173,                0.18551,                 3.6631,                 5.2956,                 2.7015,              0.0012344,              0.0012344,              0.0012344
                    118,                 3.1411,                 5.6287,                 2.4077,                0.50537,                0.40181,                0.43173,                0.18551,                 3.6631,                 5.2956,                 2.7015,              0.0012278,              0.0012278,              0.0012278
                    119,                 2.9723,                 4.9246,                 2.1641,                0.50537,                0.40181,                0.43173,                0.18551,                 3.6631,                 5.2956,                 2.7015,              0.0012212,              0.0012212,              0.0012212
                    120,                 3.2489,                 5.0329,                 2.3739,                0.50537,                0.40181,                0.43173,                0.18551,                 3.6631,                 5.2956,                 2.7015,              0.0012146,              0.0012146,              0.0012146
                    121,                  3.161,                 6.6703,                 2.1783,                0.50537,                0.40181,                0.43173,                0.18551,                 3.6631,                 5.2956,                 2.7015,               0.001208,               0.001208,               0.001208
                    122,                 3.0274,                 6.0595,                 2.1357,                0.48253,                0.41011,                0.42136,                0.17218,                 3.6584,                 5.1471,                 2.6599,              0.0012014,              0.0012014,              0.0012014
                    123,                 3.6502,                 5.5598,                 2.4898,                0.48253,                0.41011,                0.42136,                0.17218,                 3.6584,                 5.1471,                 2.6599,              0.0011948,              0.0011948,              0.0011948
                    124,                 3.3488,                 7.1133,                 2.3785,                0.48253,                0.41011,                0.42136,                0.17218,                 3.6584,                 5.1471,                 2.6599,              0.0011882,              0.0011882,              0.0011882
                    125,                 3.4023,                 7.1616,                 2.4105,                0.48253,                0.41011,                0.42136,                0.17218,                 3.6584,                 5.1471,                 2.6599,              0.0011816,              0.0011816,              0.0011816
                    126,                 3.0755,                 6.1305,                 2.4262,                0.48253,                0.41011,                0.42136,                0.17218,                 3.6584,                 5.1471,                 2.6599,               0.001175,               0.001175,               0.001175
                    127,                 2.4427,                 6.6082,                 1.8552,                0.48253,                0.41011,                0.42136,                0.17218,                 3.6584,                 5.1471,                 2.6599,              0.0011684,              0.0011684,              0.0011684
                    128,                 3.2285,                 3.8104,                 2.3578,                0.47612,                0.45506,                0.42555,                0.17162,                  3.738,                 5.0682,                 2.7339,              0.0011618,              0.0011618,              0.0011618
                    129,                 2.9613,                 4.8418,                 2.0616,                0.47612,                0.45506,                0.42555,                0.17162,                  3.738,                 5.0682,                 2.7339,              0.0011552,              0.0011552,              0.0011552
                    130,                 3.1097,                 4.1221,                 2.4307,                0.47612,                0.45506,                0.42555,                0.17162,                  3.738,                 5.0682,                 2.7339,              0.0011486,              0.0011486,              0.0011486
                    131,                 3.6004,                 4.7645,                 2.6042,                0.47612,                0.45506,                0.42555,                0.17162,                  3.738,                 5.0682,                 2.7339,               0.001142,               0.001142,               0.001142
                    132,                 2.9326,                 5.6328,                 2.1044,                0.47612,                0.45506,                0.42555,                0.17162,                  3.738,                 5.0682,                 2.7339,              0.0011354,              0.0011354,              0.0011354
                    133,                 3.1799,                  5.407,                 2.1872,                0.47612,                0.45506,                0.42555,                0.17162,                  3.738,                 5.0682,                 2.7339,              0.0011288,              0.0011288,              0.0011288
                    134,                 3.6044,                 4.5113,                 2.4107,                0.52574,                0.43258,                0.46221,                0.20416,                 3.6635,                 5.0875,                 2.7434,              0.0011222,              0.0011222,              0.0011222
                    135,                 3.1795,                 4.6798,                 2.4353,                0.52574,                0.43258,                0.46221,                0.20416,                 3.6635,                 5.0875,                 2.7434,              0.0011156,              0.0011156,              0.0011156
                    136,                  2.921,                 4.8125,                 2.0427,                0.52574,                0.43258,                0.46221,                0.20416,                 3.6635,                 5.0875,                 2.7434,               0.001109,               0.001109,               0.001109
                    137,                 3.5348,                 4.9651,                 2.3961,                0.52574,                0.43258,                0.46221,                0.20416,                 3.6635,                 5.0875,                 2.7434,              0.0011024,              0.0011024,              0.0011024
                    138,                  3.249,                 5.8194,                 2.1431,                0.52574,                0.43258,                0.46221,                0.20416,                 3.6635,                 5.0875,                 2.7434,              0.0010958,              0.0010958,              0.0010958
                    139,                 3.0347,                 5.2761,                 2.0343,                0.52574,                0.43258,                0.46221,                0.20416,                 3.6635,                 5.0875,                 2.7434,              0.0010892,              0.0010892,              0.0010892
                    140,                 3.4838,                 4.2444,                 2.4158,                0.52574,                0.43258,                0.46221,                0.20416,                 3.6635,                 5.0875,                 2.7434,              0.0010826,              0.0010826,              0.0010826
                    141,                 3.0046,                 4.3496,                 2.0663,                 0.4978,                0.51232,                0.46665,                0.20476,                 3.5958,                 5.1048,                 2.7643,               0.001076,               0.001076,               0.001076
                    142,                 3.2852,                  4.129,                 2.2785,                 0.4978,                0.51232,                0.46665,                0.20476,                 3.5958,                 5.1048,                 2.7643,              0.0010694,              0.0010694,              0.0010694
                    143,                 3.2806,                 4.0428,                  2.288,                 0.4978,                0.51232,                0.46665,                0.20476,                 3.5958,                 5.1048,                 2.7643,              0.0010628,              0.0010628,              0.0010628
                    144,                 3.4216,                 3.7838,                 2.5199,                 0.4978,                0.51232,                0.46665,                0.20476,                 3.5958,                 5.1048,                 2.7643,              0.0010562,              0.0010562,              0.0010562
                    145,                 3.0586,                 5.2493,                 2.2613,                 0.4978,                0.51232,                0.46665,                0.20476,                 3.5958,                 5.1048,                 2.7643,              0.0010496,              0.0010496,              0.0010496
                    146,                  3.339,                 4.8429,                 2.3103,                 0.4978,                0.51232,                0.46665,                0.20476,                 3.5958,                 5.1048,                 2.7643,               0.001043,               0.001043,               0.001043
                    147,                 3.3152,                 4.4263,                 2.1103,                0.50967,                0.52247,                0.50678,                0.21898,                  3.608,                 5.1831,                  2.753,              0.0010364,              0.0010364,              0.0010364
                    148,                 2.9065,                 5.2106,                 1.9982,                0.50967,                0.52247,                0.50678,                0.21898,                  3.608,                 5.1831,                  2.753,              0.0010298,              0.0010298,              0.0010298
                    149,                 2.5217,                 5.9892,                 1.8527,                0.50967,                0.52247,                0.50678,                0.21898,                  3.608,                 5.1831,                  2.753,              0.0010232,              0.0010232,              0.0010232
                    150,                 3.3105,                 4.1054,                 2.4024,                0.50967,                0.52247,                0.50678,                0.21898,                  3.608,                 5.1831,                  2.753,              0.0010166,              0.0010166,              0.0010166
                    151,                  2.984,                 4.7698,                 2.1965,                0.50967,                0.52247,                0.50678,                0.21898,                  3.608,                 5.1831,                  2.753,                0.00101,                0.00101,                0.00101
                    152,                 3.3668,                 3.5286,                 2.4065,                0.50967,                0.52247,                0.50678,                0.21898,                  3.608,                 5.1831,                  2.753,              0.0010034,              0.0010034,              0.0010034
