                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 3.6388,                 5.1793,                 2.5176,                0.47542,                0.49643,                0.44274,                0.21419,                 3.5061,                 5.2746,                 2.5717,              0.0018812,              0.0018812,              0.0018812
                     20,                  3.579,                 5.4782,                 2.5439,                 0.4901,                0.42978,                 0.4084,                0.20688,                 3.4828,                 5.3965,                  2.544,              0.0018746,              0.0018746,              0.0018746
                     21,                 3.3935,                 6.4706,                 2.3742,                0.46124,                0.48876,                0.45485,                0.22406,                 3.3808,                 5.1533,                 2.4977,               0.001868,               0.001868,               0.001868
                     22,                 3.4404,                 5.7531,                 2.4586,                0.49057,                0.42468,                0.43638,                0.22128,                 3.3361,                 5.1629,                 2.4715,              0.0018614,              0.0018614,              0.0018614
                     23,                 3.4092,                 4.8245,                 2.3247,                0.49057,                0.42468,                0.43638,                0.22128,                 3.3361,                 5.1629,                 2.4715,              0.0018548,              0.0018548,              0.0018548
                     24,                 3.1758,                 5.1171,                 2.2577,                0.50026,                0.50334,                0.49718,                0.24839,                 3.3508,                 4.6417,                 2.4992,              0.0018482,              0.0018482,              0.0018482
                     25,                 3.1161,                 5.3045,                 2.2561,                0.59275,                0.49719,                0.54694,                0.27434,                  3.256,                   4.44,                 2.4532,              0.0018416,              0.0018416,              0.0018416
                     26,                 2.9331,                 5.6848,                 2.0391,                0.50013,                0.49183,                0.50712,                0.26002,                 3.3267,                 4.6686,                 2.4659,               0.001835,               0.001835,               0.001835
                     27,                 3.5059,                 4.5533,                 2.4929,                0.48471,                0.53903,                0.51419,                0.27207,                 3.2542,                 4.3035,                 2.4338,              0.0018284,              0.0018284,              0.0018284
                     28,                 3.2064,                 4.5868,                 2.2852,                0.48471,                0.53903,                0.51419,                0.27207,                 3.2542,                 4.3035,                 2.4338,              0.0018218,              0.0018218,              0.0018218
                     29,                 3.2215,                 4.4377,                  2.263,                0.49769,                 0.5618,                0.53155,                0.28595,                 3.1582,                 5.1312,                 2.4092,              0.0018152,              0.0018152,              0.0018152
                     30,                 2.9367,                 4.9108,                 2.1557,                0.52781,                0.57865,                0.55621,                0.30671,                 3.1002,                 4.1434,                 2.4073,              0.0018086,              0.0018086,              0.0018086
                     31,                 3.2994,                   4.42,                 2.2666,                0.58239,                0.54213,                0.57043,                0.31883,                 3.1252,                 3.7881,                 2.4179,               0.001802,               0.001802,               0.001802
                     32,                 3.1455,                 4.9212,                 2.2064,                0.58239,                0.54213,                0.57043,                0.31883,                 3.1252,                 3.7881,                 2.4179,              0.0017954,              0.0017954,              0.0017954
                     33,                   3.12,                 4.5551,                  2.292,                0.56194,                0.52247,                0.56397,                0.31402,                 3.1104,                 3.6987,                 2.4174,              0.0017888,              0.0017888,              0.0017888
                     34,                 3.0648,                 4.1548,                 2.2321,                 0.5471,                0.55311,                0.56017,                0.30364,                 3.1824,                   3.61,                 2.4448,              0.0017822,              0.0017822,              0.0017822
                     35,                 3.0431,                 4.5129,                 2.1648,                0.56296,                0.56808,                0.58046,                0.31178,                 3.1938,                 3.4776,                 2.4455,              0.0017756,              0.0017756,              0.0017756
                     36,                 2.9573,                  4.821,                 2.2238,                0.53374,                0.56742,                 0.5654,                0.28245,                 3.2477,                  4.019,                 2.4797,               0.001769,               0.001769,               0.001769
                     37,                 2.8728,                  4.453,                 2.1342,                0.53374,                0.56742,                 0.5654,                0.28245,                 3.2477,                  4.019,                 2.4797,              0.0017624,              0.0017624,              0.0017624
                     38,                 3.0449,                 4.1883,                 2.2506,                0.51619,                0.58427,                0.55319,                0.25639,                 3.4124,                 4.7487,                 2.5502,              0.0017558,              0.0017558,              0.0017558
                     39,                 2.9776,                 4.1754,                 2.2206,                0.51984,                0.60674,                0.57789,                0.28653,                 3.3853,                 3.4404,                 2.5448,              0.0017492,              0.0017492,              0.0017492
                     40,                 3.3203,                 4.1526,                  2.265,                0.56764,                0.58989,                0.60053,                0.33233,                 3.1293,                 3.2851,                 2.4389,              0.0017426,              0.0017426,              0.0017426
                     41,                 3.0095,                 3.9683,                 2.2425,                0.56764,                0.58989,                0.60053,                0.33233,                 3.1293,                 3.2851,                 2.4389,               0.001736,               0.001736,               0.001736
                     42,                 3.3106,                  3.797,                  2.342,                0.56174,                0.60674,                0.60357,                 0.3205,                 3.2006,                 3.3831,                 2.4448,              0.0017294,              0.0017294,              0.0017294
                     43,                 3.2421,                  3.676,                 2.2709,                0.55109,                0.58427,                0.60431,                0.31457,                 3.1553,                 3.3337,                 2.3913,              0.0017228,              0.0017228,              0.0017228
                     44,                 3.0657,                 3.6821,                 2.2562,                0.58548,                0.58322,                0.61288,                0.34252,                 3.0665,                 3.4136,                 2.3666,              0.0017162,              0.0017162,              0.0017162
                     45,                 2.9828,                  3.747,                 2.2796,                0.60935,                0.60112,                0.62691,                0.35617,                 3.1552,                 3.5143,                 2.3866,              0.0017096,              0.0017096,              0.0017096
                     46,                 2.9991,                 3.8572,                 2.2145,                0.60935,                0.60112,                0.62691,                0.35617,                 3.1552,                 3.5143,                 2.3866,               0.001703,               0.001703,               0.001703
                     47,                 2.9957,                 3.6755,                  2.226,                0.61704,                0.60112,                0.63318,                0.36058,                 3.0949,                  3.498,                 2.3903,              0.0016964,              0.0016964,              0.0016964
                     48,                  2.647,                 4.1693,                 2.0425,                 0.5986,                0.60955,                0.64294,                0.37541,                 3.0424,                  3.213,                 2.3944,              0.0016898,              0.0016898,              0.0016898
                     49,                 2.8502,                  3.678,                 2.1203,                0.57964,                0.57303,                0.61364,                0.36053,                 3.0178,                 3.3036,                 2.3807,              0.0016832,              0.0016832,              0.0016832
                     50,                 3.0421,                  3.719,                  2.183,                0.55487,                0.58427,                 0.6093,                0.35348,                 3.0159,                 3.3119,                 2.3862,              0.0016766,              0.0016766,              0.0016766
                     51,                 2.8668,                 3.4488,                  2.184,                0.55487,                0.58427,                 0.6093,                0.35348,                 3.0159,                 3.3119,                 2.3862,                0.00167,                0.00167,                0.00167
                     52,                 2.7545,                 3.7225,                 2.2096,                 0.6231,                0.54334,                0.63573,                0.34788,                 3.0515,                 3.3434,                 2.4079,              0.0016634,              0.0016634,              0.0016634
                     53,                 2.6658,                 3.6179,                 2.0256,                0.56926,                0.64888,                0.64529,                0.34953,                 3.0747,                 3.3875,                 2.4246,              0.0016568,              0.0016568,              0.0016568
                     54,                 2.8555,                 3.3648,                 2.1903,                 0.5999,                0.61492,                0.64432,                0.35514,                  3.033,                 3.2624,                 2.4002,              0.0016502,              0.0016502,              0.0016502
                     55,                 2.6407,                   3.43,                 1.9811,                 0.5999,                0.61492,                0.64432,                0.35514,                  3.033,                 3.2624,                 2.4002,              0.0016436,              0.0016436,              0.0016436
                     56,                 2.8597,                 3.2058,                 2.1999,                0.61871,                 0.5927,                 0.6461,                0.35335,                 3.0649,                 3.3287,                 2.3835,               0.001637,               0.001637,               0.001637
                     57,                 2.7965,                 3.3808,                 2.1814,                0.65417,                0.56742,                0.64148,                0.35868,                 3.0228,                 3.3009,                 2.3906,              0.0016304,              0.0016304,              0.0016304
                     58,                 2.7679,                 3.1797,                 2.2066,                0.63805,                0.57935,                0.64292,                0.36497,                 3.0242,                 3.3202,                 2.4017,              0.0016238,              0.0016238,              0.0016238
                     59,                 2.6241,                 3.0721,                 2.1677,                0.63361,                0.66292,                0.69718,                0.39266,                 3.0404,                  3.269,                 2.3866,              0.0016172,              0.0016172,              0.0016172
                     60,                 2.6322,                 3.2345,                 1.9833,                0.63361,                0.66292,                0.69718,                0.39266,                 3.0404,                  3.269,                 2.3866,              0.0016106,              0.0016106,              0.0016106
                     61,                 2.6896,                 3.0762,                 2.0746,                0.67314,                0.62079,                0.69494,                0.37931,                 3.1401,                 3.2956,                 2.3815,               0.001604,               0.001604,               0.001604
                     62,                 2.8101,                 3.0734,                   2.11,                 0.6696,                0.58989,                0.67327,                0.37089,                 3.2223,                  3.153,                 2.3932,              0.0015974,              0.0015974,              0.0015974
                     63,                 2.9643,                 2.9908,                 2.2086,                0.70573,                0.59957,                0.68205,                0.39346,                 3.0309,                  3.043,                 2.3242,              0.0015908,              0.0015908,              0.0015908
                     64,                 2.5107,                 3.1175,                  1.959,                0.70573,                0.59957,                0.68205,                0.39346,                 3.0309,                  3.043,                 2.3242,              0.0015842,              0.0015842,              0.0015842
                     65,                 2.8594,                 3.0424,                 2.1532,                0.75742,                0.57584,                0.71193,                0.40536,                 2.9665,                 3.1683,                 2.3135,              0.0015776,              0.0015776,              0.0015776
                     66,                 2.8366,                 2.8665,                 2.1623,                 0.7303,                0.58989,                0.69926,                0.39603,                 3.0027,                 3.2599,                 2.3325,               0.001571,               0.001571,               0.001571
                     67,                 2.5176,                 3.2486,                 1.9567,                0.65886,                0.58146,                0.65415,                0.38123,                 2.9977,                 3.1523,                 2.3321,              0.0015644,              0.0015644,              0.0015644
                     68,                 2.6187,                 2.8765,                 2.0619,                 0.6741,                0.58708,                0.65793,                 0.3714,                 3.0476,                 3.1237,                 2.3384,              0.0015578,              0.0015578,              0.0015578
                     69,                 2.7161,                 2.8739,                 2.0825,                 0.6741,                0.58708,                0.65793,                 0.3714,                 3.0476,                 3.1237,                 2.3384,              0.0015512,              0.0015512,              0.0015512
                     70,                 2.5561,                 3.1255,                 2.0304,                0.70879,                0.62215,                0.70993,                 0.4061,                 2.9588,                 2.8846,                 2.3018,              0.0015446,              0.0015446,              0.0015446
                     71,                  2.592,                 2.9238,                 1.9939,                 0.6911,                0.68501,                 0.7237,                0.40537,                 2.9569,                  2.907,                 2.3171,               0.001538,               0.001538,               0.001538
                     72,                 2.5537,                 2.7968,                 2.1063,                0.67857,                0.67978,                 0.7162,                0.39564,                  2.994,                 2.9565,                  2.325,              0.0015314,              0.0015314,              0.0015314
                     73,                 2.9523,                 2.9319,                 2.2689,                0.67857,                0.67978,                 0.7162,                0.39564,                  2.994,                 2.9565,                  2.325,              0.0015248,              0.0015248,              0.0015248
                     74,                 2.7378,                 2.7248,                 2.1128,                0.67731,                0.68258,                0.71557,                0.39676,                 3.0025,                 2.8656,                 2.3231,              0.0015182,              0.0015182,              0.0015182
                     75,                 2.7261,                 2.5093,                 2.1095,                0.75601,                0.60055,                0.72015,                0.39977,                 3.0041,                 2.7802,                 2.3176,              0.0015116,              0.0015116,              0.0015116
                     76,                 2.5857,                  2.786,                 2.0542,                0.71784,                0.60393,                0.71291,                0.40433,                 2.9705,                 2.7514,                 2.3374,               0.001505,               0.001505,               0.001505
                     77,                 2.4821,                 2.6872,                 1.9374,                0.69324,                 0.6475,                0.71838,                0.39351,                 3.1037,                 2.7233,                 2.3911,              0.0014984,              0.0014984,              0.0014984
                     78,                 2.7108,                 2.8047,                 2.1058,                0.69324,                 0.6475,                0.71838,                0.39351,                 3.1037,                 2.7233,                 2.3911,              0.0014918,              0.0014918,              0.0014918
                     79,                 2.4646,                 2.7676,                 1.9781,                 0.7451,                0.64866,                0.73517,                0.40898,                 3.0401,                 2.6298,                 2.3722,              0.0014852,              0.0014852,              0.0014852
                     80,                 2.5774,                  2.581,                 1.9616,                0.67959,                0.69101,                0.73255,                0.42233,                 2.8662,                 2.7329,                 2.3186,              0.0014786,              0.0014786,              0.0014786
                     81,                 2.8233,                  2.573,                 2.1097,                0.65951,                0.71067,                 0.7235,                0.41927,                 2.8384,                 2.5962,                 2.2923,               0.001472,               0.001472,               0.001472
                     82,                  2.594,                   2.44,                 2.1291,                0.67371,                0.68258,                0.71055,                0.39484,                 2.9405,                 2.7111,                 2.3228,              0.0014654,              0.0014654,              0.0014654
                     83,                 2.6043,                 2.7408,                 2.0276,                0.67371,                0.68258,                0.71055,                0.39484,                 2.9405,                 2.7111,                 2.3228,              0.0014588,              0.0014588,              0.0014588
                     84,                 2.5772,                 2.6241,                 1.9622,                0.67682,                0.64607,                0.69016,                0.38285,                 3.0176,                 2.7057,                 2.3324,              0.0014522,              0.0014522,              0.0014522
                     85,                  2.723,                 2.5712,                 2.1244,                0.67469,                0.64666,                0.70277,                0.40304,                 2.9347,                 2.6207,                 2.3057,              0.0014456,              0.0014456,              0.0014456
                     86,                 2.4218,                 2.5501,                 1.9997,                0.65188,                0.66573,                0.70131,                0.40834,                 2.9428,                  2.611,                 2.3167,               0.001439,               0.001439,               0.001439
                     87,                   2.48,                 2.4309,                 2.0074,                0.65188,                0.66573,                0.70131,                0.40834,                 2.9428,                  2.611,                 2.3167,              0.0014324,              0.0014324,              0.0014324
                     88,                 2.4821,                 2.3708,                 2.0407,                 0.6661,                0.66683,                0.71065,                0.42106,                 2.8572,                 2.7041,                 2.2917,              0.0014258,              0.0014258,              0.0014258
                     89,                 2.6022,                 2.3263,                 2.0519,                0.67361,                0.66087,                0.70493,                0.41412,                 2.9063,                 2.7386,                  2.339,              0.0014192,              0.0014192,              0.0014192
                     90,                 2.5168,                 2.4192,                 2.0385,                0.66683,                0.66292,                0.70378,                0.41097,                 2.9443,                 2.6601,                 2.3556,              0.0014126,              0.0014126,              0.0014126
                     91,                 2.5869,                 2.4742,                 2.1416,                0.70162,                0.64888,                0.70678,                0.41502,                  2.964,                 2.6063,                 2.3622,               0.001406,               0.001406,               0.001406
                     92,                 2.4893,                 2.5624,                 2.0471,                0.70162,                0.64888,                0.70678,                0.41502,                  2.964,                 2.6063,                 2.3622,              0.0013994,              0.0013994,              0.0013994
                     93,                 2.5317,                 2.2997,                 2.0497,                0.69246,                0.64888,                0.70665,                0.42156,                 2.9135,                 2.6268,                 2.3567,              0.0013928,              0.0013928,              0.0013928
                     94,                 2.5462,                 2.5187,                  2.023,                0.71499,                0.63202,                0.72275,                0.43301,                 2.8309,                 2.6033,                 2.3205,              0.0013862,              0.0013862,              0.0013862
                     95,                 2.3403,                 2.1302,                 1.9848,                0.68277,                0.64326,                0.70854,                 0.4174,                 2.8302,                 2.5944,                 2.3275,              0.0013796,              0.0013796,              0.0013796
                     96,                 2.4167,                 2.3893,                 1.9907,                0.68277,                0.64326,                0.70854,                 0.4174,                 2.8302,                 2.5944,                 2.3275,               0.001373,               0.001373,               0.001373
                     97,                   2.42,                 2.2468,                 1.9519,                0.63124,                 0.6573,                0.69624,                0.38613,                 2.9837,                  2.708,                 2.3758,              0.0013664,              0.0013664,              0.0013664
                     98,                 2.4955,                 2.4032,                 2.0135,                0.66969,                0.63786,                0.70061,                0.38431,                 3.1018,                 2.6301,                 2.4281,              0.0013598,              0.0013598,              0.0013598
                     99,                 2.4254,                 2.1621,                 1.9639,                 0.6759,                 0.6268,                 0.7008,                0.38343,                 3.0769,                 2.6551,                 2.4383,              0.0013532,              0.0013532,              0.0013532
                    100,                 2.4638,                 2.2776,                 1.9625,                 0.6395,                0.64607,                0.68815,                0.38231,                 3.0153,                 2.6081,                 2.4222,              0.0013466,              0.0013466,              0.0013466
                    101,                 2.5139,                 2.2664,                 2.0399,                 0.6395,                0.64607,                0.68815,                0.38231,                 3.0153,                 2.6081,                 2.4222,                0.00134,                0.00134,                0.00134
                    102,                 2.7056,                 2.2906,                 2.0878,                0.63465,                0.63921,                 0.6818,                0.37018,                 3.0692,                 2.6466,                 2.4378,              0.0013334,              0.0013334,              0.0013334
                    103,                 2.5532,                 2.2545,                 2.0485,                0.66799,                0.69101,                0.71551,                0.40242,                 2.9582,                 2.5281,                  2.399,              0.0013268,              0.0013268,              0.0013268
                    104,                 2.4143,                 2.1619,                 2.0444,                0.67727,                0.69944,                0.73177,                0.42477,                 2.9186,                 2.4568,                 2.3599,              0.0013202,              0.0013202,              0.0013202
                    105,                 2.3282,                 2.1032,                 2.0167,                0.67727,                0.69944,                0.73177,                0.42477,                 2.9186,                 2.4568,                 2.3599,              0.0013136,              0.0013136,              0.0013136
                    106,                 2.4649,                 2.0594,                 2.0206,                0.69374,                0.70506,                0.73448,                0.42932,                 2.8948,                 2.4628,                 2.3373,               0.001307,               0.001307,               0.001307
                    107,                 2.3795,                  2.188,                 1.9726,                0.68238,                0.67591,                 0.7091,                0.40998,                 2.9165,                  2.585,                 2.3737,              0.0013004,              0.0013004,              0.0013004
                    108,                 2.4514,                 2.2135,                 2.0308,                 0.6682,                0.68258,                0.70233,                0.40173,                 2.9549,                 2.7097,                 2.3852,              0.0012938,              0.0012938,              0.0012938
                    109,                 2.5813,                 2.2098,                 2.0333,                0.67186,                0.65169,                 0.7024,                 0.3781,                 3.0823,                 2.7497,                 2.4182,              0.0012872,              0.0012872,              0.0012872
                    110,                 2.2485,                 2.2152,                 1.8974,                0.67186,                0.65169,                 0.7024,                 0.3781,                 3.0823,                 2.7497,                 2.4182,              0.0012806,              0.0012806,              0.0012806
                    111,                 2.3191,                 2.3516,                 1.8862,                0.71962,                0.64607,                0.72585,                 0.3816,                 3.0991,                 2.7052,                 2.3998,               0.001274,               0.001274,               0.001274
                    112,                 2.4375,                 2.1722,                  1.984,                0.71948,                0.66282,                0.74111,                0.41228,                  3.018,                 2.6309,                   2.38,              0.0012674,              0.0012674,              0.0012674
                    113,                 2.6407,                 2.1017,                 2.0686,                 0.6545,                0.67135,                0.73002,                0.41859,                 2.9318,                 2.7005,                 2.3552,              0.0012608,              0.0012608,              0.0012608
                    114,                 2.4057,                 2.0741,                 1.9633,                0.59644,                0.72191,                 0.7182,                0.42019,                 2.9236,                 2.6544,                 2.3421,              0.0012542,              0.0012542,              0.0012542
                    115,                 2.5201,                  2.103,                 2.0636,                0.59644,                0.72191,                 0.7182,                0.42019,                 2.9236,                 2.6544,                 2.3421,              0.0012476,              0.0012476,              0.0012476
                    116,                 2.3538,                 2.1856,                 1.8727,                0.65182,                0.69101,                0.72029,                0.43658,                 2.8872,                 2.5655,                  2.329,               0.001241,               0.001241,               0.001241
                    117,                 2.3065,                 2.2429,                 1.9121,                0.70061,                0.69382,                0.74051,                 0.4522,                 2.9047,                 2.5389,                 2.3167,              0.0012344,              0.0012344,              0.0012344
                    118,                 2.1516,                 2.0804,                 1.8683,                0.72687,                0.68539,                0.74909,                 0.4561,                 2.8899,                  2.536,                 2.3219,              0.0012278,              0.0012278,              0.0012278
                    119,                  2.349,                 1.9595,                 1.9963,                0.72687,                0.68539,                0.74909,                 0.4561,                 2.8899,                  2.536,                 2.3219,              0.0012212,              0.0012212,              0.0012212
                    120,                  2.269,                 2.0949,                 1.8779,                0.73014,                 0.6688,                0.74245,                0.44653,                 2.8918,                 2.6013,                  2.332,              0.0012146,              0.0012146,              0.0012146
                    121,                 2.2954,                 1.9771,                 2.0028,                0.75601,                0.62079,                 0.7128,                0.43888,                 2.8783,                 2.6715,                 2.3203,               0.001208,               0.001208,               0.001208
                    122,                 2.1403,                 1.9867,                 1.8947,                0.74217,                0.60674,                0.69159,                0.42145,                 2.9184,                 2.7853,                 2.3448,              0.0012014,              0.0012014,              0.0012014
                    123,                 2.2772,                 1.8756,                 1.9634,                0.75037,                0.62921,                0.70702,                0.41914,                 2.9319,                 2.7503,                 2.3448,              0.0011948,              0.0011948,              0.0011948
                    124,                 2.3279,                 1.9736,                 1.9681,                0.75037,                0.62921,                0.70702,                0.41914,                 2.9319,                 2.7503,                 2.3448,              0.0011882,              0.0011882,              0.0011882
                    125,                 2.0925,                 1.9298,                 1.8949,                0.70568,                0.69369,                0.73799,                0.43349,                 2.8787,                 2.7074,                  2.308,              0.0011816,              0.0011816,              0.0011816
                    126,                 2.3201,                 2.1171,                 1.9849,                 0.7373,                0.64888,                0.74984,                 0.4531,                  2.811,                 2.5603,                 2.2702,               0.001175,               0.001175,               0.001175
                    127,                 2.2698,                 1.8231,                 1.9447,                0.73959,                0.65169,                 0.7526,                0.46533,                  2.738,                 2.5973,                 2.2476,              0.0011684,              0.0011684,              0.0011684
                    128,                 2.1757,                 1.9866,                 1.8099,                0.73959,                0.65169,                 0.7526,                0.46533,                  2.738,                 2.5973,                 2.2476,              0.0011618,              0.0011618,              0.0011618
                    129,                 2.2559,                 1.9324,                 1.9068,                0.76363,                0.68971,                0.76329,                0.47754,                  2.762,                 2.5384,                  2.274,              0.0011552,              0.0011552,              0.0011552
                    130,                 2.2538,                 1.9637,                 1.8603,                0.75136,                 0.6536,                0.75083,                0.46665,                 2.8197,                 2.6202,                 2.2938,              0.0011486,              0.0011486,              0.0011486
                    131,                 2.3109,                 1.9564,                 1.9983,                0.73154,                0.67358,                 0.7372,                0.46381,                 2.7693,                 2.6674,                 2.2804,               0.001142,               0.001142,               0.001142
                    132,                 2.4297,                 1.8618,                 2.0032,                0.75218,                0.69663,                0.77237,                0.48554,                 2.7814,                 2.5683,                 2.3104,              0.0011354,              0.0011354,              0.0011354
                    133,                 2.3221,                 1.8806,                 1.9966,                0.75218,                0.69663,                0.77237,                0.48554,                 2.7814,                 2.5683,                 2.3104,              0.0011288,              0.0011288,              0.0011288
                    134,                 2.3189,                 1.9183,                 1.9742,                0.73795,                0.71348,                0.77933,                 0.4908,                 2.6991,                 2.7047,                 2.2746,              0.0011222,              0.0011222,              0.0011222
                    135,                 2.2665,                 1.9213,                 1.9177,                 0.7954,                0.65449,                 0.7715,                0.47437,                 2.7172,                 2.6154,                 2.2831,              0.0011156,              0.0011156,              0.0011156
                    136,                 2.3629,                 1.8013,                 1.8714,                0.72578,                0.70225,                0.75814,                0.45257,                 2.7898,                  2.536,                 2.2958,               0.001109,               0.001109,               0.001109
                    137,                  2.115,                 1.8668,                 1.8829,                0.72578,                0.70225,                0.75814,                0.45257,                 2.7898,                  2.536,                 2.2958,              0.0011024,              0.0011024,              0.0011024
                    138,                 2.1053,                 1.8495,                 1.8822,                0.72398,                 0.7073,                0.76849,                0.45936,                 2.7679,                 2.4413,                 2.2677,              0.0010958,              0.0010958,              0.0010958
                    139,                 2.4479,                  1.802,                 1.9683,                0.68928,                 0.7166,                0.75512,                0.44564,                 2.7668,                  2.516,                 2.2664,              0.0010892,              0.0010892,              0.0010892
                    140,                 2.2262,                 1.7581,                 1.9658,                0.66629,                0.71067,                 0.7427,                0.43977,                 2.7734,                 2.5106,                 2.2731,              0.0010826,              0.0010826,              0.0010826
                    141,                 2.0299,                 1.7202,                 1.9044,                0.77564,                0.67697,                0.75017,                0.46187,                 2.7724,                 2.4748,                 2.2469,               0.001076,               0.001076,               0.001076
                    142,                 2.2265,                  1.835,                 1.9784,                0.77564,                0.67697,                0.75017,                0.46187,                 2.7724,                 2.4748,                 2.2469,              0.0010694,              0.0010694,              0.0010694
                    143,                 2.1108,                 1.8228,                 1.8249,                0.76181,                0.68279,                0.76519,                0.46867,                   2.84,                  2.425,                 2.2732,              0.0010628,              0.0010628,              0.0010628
                    144,                 2.2851,                 1.7972,                 1.9334,                 0.7802,                0.71791,                 0.7928,                0.48231,                 2.8538,                  2.388,                 2.2902,              0.0010562,              0.0010562,              0.0010562
                    145,                 2.0987,                 1.6689,                 1.8404,                0.75958,                0.71348,                0.79249,                0.47909,                 2.8267,                 2.3746,                 2.2972,              0.0010496,              0.0010496,              0.0010496
                    146,                 2.1354,                 1.8682,                 1.9277,                0.73633,                 0.7191,                0.78008,                0.47499,                 2.7837,                 2.3457,                 2.2761,               0.001043,               0.001043,               0.001043
                    147,                 2.4238,                 1.8135,                 2.0171,                0.73633,                 0.7191,                0.78008,                0.47499,                 2.7837,                 2.3457,                 2.2761,              0.0010364,              0.0010364,              0.0010364
                    148,                 2.2919,                 1.9784,                 1.9635,                0.74322,                0.69101,                0.77566,                0.47415,                 2.7997,                 2.3604,                 2.2681,              0.0010298,              0.0010298,              0.0010298
                    149,                 2.2067,                   1.73,                  1.962,                0.72448,                0.66292,                0.73821,                0.45331,                 2.9216,                 2.4791,                 2.3268,              0.0010232,              0.0010232,              0.0010232
                    150,                  2.058,                 1.7522,                 1.8663,                0.71871,                0.66573,                 0.7378,                0.44016,                 2.9487,                 2.5562,                 2.3185,              0.0010166,              0.0010166,              0.0010166
                    151,                 2.2128,                  1.754,                 1.9168,                0.71871,                0.66573,                 0.7378,                0.44016,                 2.9487,                 2.5562,                 2.3185,                0.00101,                0.00101,                0.00101
                    152,                 2.1208,                 1.7004,                 1.8573,                0.74779,                0.67697,                0.74952,                0.45226,                 2.8736,                  2.511,                 2.3092,              0.0010034,              0.0010034,              0.0010034
