                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    141,                 2.2411,                 1.2273,                 1.9694,                0.90161,                0.83427,                0.90095,                0.61477,                 2.4512,                 2.3273,                 2.1648,               0.001076,               0.001076,               0.001076
                    142,                 2.1142,                 1.1444,                 1.9324,                0.87871,                0.84551,                0.90232,                0.62239,                 2.4583,                 2.2634,                 2.1642,              0.0010694,              0.0010694,              0.0010694
                    143,                 2.0166,                 1.1795,                 1.8972,                0.92924,                0.81156,                0.91554,                0.63161,                  2.475,                 2.2018,                 2.1894,              0.0010628,              0.0010628,              0.0010628
                    144,                 2.0297,                 1.1524,                 1.8698,                0.90965,                 0.8427,                0.91242,                0.61491,                 2.5374,                 2.1993,                   2.23,              0.0010562,              0.0010562,              0.0010562
                    145,                 2.1343,                 1.1717,                 1.8753,                0.88759,                0.86798,                0.91552,                0.61512,                 2.5326,                 2.0733,                 2.2282,              0.0010496,              0.0010496,              0.0010496
                    146,                  2.054,                 1.1334,                  1.867,                0.88513,                0.86578,                0.91174,                0.61667,                 2.4787,                 2.1301,                 2.2002,               0.001043,               0.001043,               0.001043
                    147,                 2.0483,                 1.1667,                 1.8813,                0.89804,                0.82584,                0.90615,                0.61419,                 2.4649,                 2.1561,                 2.1719,              0.0010364,              0.0010364,              0.0010364
                    148,                 2.0275,                 1.1803,                 1.8808,                0.90808,                0.83254,                0.90882,                0.61517,                 2.5109,                 2.0783,                 2.2138,              0.0010298,              0.0010298,              0.0010298
                    149,                 1.9673,                 1.0876,                 1.8668,                0.91674,                0.80416,                0.90214,                0.60165,                  2.574,                 2.1845,                 2.2522,              0.0010232,              0.0010232,              0.0010232
                    150,                 2.1606,                 1.2028,                 1.9078,                0.89861,                0.82022,                0.89969,                0.61715,                 2.4953,                 2.1457,                 2.2365,              0.0010166,              0.0010166,              0.0010166
                    151,                 2.1906,                 1.2409,                 1.9548,                0.89088,                0.83427,                0.90303,                0.60909,                 2.4629,                 2.1922,                 2.2193,                0.00101,                0.00101,                0.00101
                    152,                 2.1284,                 1.2061,                 1.9008,                 0.9274,                0.83427,                0.91261,                0.62314,                 2.4883,                 2.0631,                 2.2512,              0.0010034,              0.0010034,              0.0010034
                    153,                 2.2259,                 1.2853,                 1.9464,                0.87217,                0.84328,                0.89807,                0.60087,                 2.4563,                 2.1618,                  2.231,              0.0009968,              0.0009968,              0.0009968
                    154,                 2.2196,                 1.2256,                 1.9221,                0.91142,                0.81742,                0.90309,                0.59672,                 2.5534,                 2.1381,                 2.2807,              0.0009902,              0.0009902,              0.0009902
                    155,                 2.1834,                  1.257,                 1.9606,                0.90449,                0.82466,                0.90143,                0.60286,                 2.5389,                 2.1003,                 2.2817,              0.0009836,              0.0009836,              0.0009836
                    156,                  2.076,                 1.2438,                 1.8632,                 0.9168,                0.83571,                0.90743,                0.58674,                 2.6384,                 2.0999,                 2.2508,               0.000977,               0.000977,               0.000977
                    157,                 2.1179,                 1.1481,                 1.9203,                0.94111,                0.85293,                0.91305,                0.61742,                 2.4522,                 2.1322,                 2.1816,              0.0009704,              0.0009704,              0.0009704
                    158,                 2.1126,                 1.1701,                 1.9427,                0.89302,                0.85393,                0.90976,                0.61972,                 2.4138,                 2.1159,                 2.1913,              0.0009638,              0.0009638,              0.0009638
                    159,                 2.0205,                 1.1085,                 1.8359,                 0.9217,                0.85393,                0.90882,                 0.6153,                 2.4735,                 2.0862,                 2.2169,              0.0009572,              0.0009572,              0.0009572
                    160,                 2.0614,                 1.1741,                 1.8776,                0.90322,                0.84551,                0.91238,                0.62545,                 2.4089,                 2.0852,                 2.1417,              0.0009506,              0.0009506,              0.0009506
                    161,                 2.1081,                  1.141,                 1.9536,                0.88807,                0.85393,                0.90906,                  0.623,                 2.4842,                 1.9852,                 2.2097,               0.000944,               0.000944,               0.000944
                    162,                 2.0731,                 1.1365,                 1.8839,                0.86721,                0.86219,                0.89936,                0.61036,                   2.54,                 2.1591,                 2.2312,              0.0009374,              0.0009374,              0.0009374
                    163,                 2.0774,                 1.1427,                 1.9094,                0.87622,                0.82584,                 0.9026,                0.62029,                 2.4635,                 2.3418,                 2.1836,              0.0009308,              0.0009308,              0.0009308
                    164,                 2.0952,                 1.1341,                 1.8773,                 0.8702,                0.83989,                0.89831,                0.61133,                 2.3936,                 2.3962,                 2.1413,              0.0009242,              0.0009242,              0.0009242
                    165,                 2.1106,                 1.1633,                 1.8971,                0.88321,                0.85112,                0.90896,                0.62203,                 2.4099,                 2.2532,                 2.1364,              0.0009176,              0.0009176,              0.0009176
                    166,                 2.0455,                 1.1189,                 1.8841,                 0.9006,                0.83984,                0.90853,                0.61596,                 2.4215,                 2.3384,                 2.1442,               0.000911,               0.000911,               0.000911
                    167,                 2.1614,                 1.1649,                 1.8848,                0.91463,                0.83146,                0.91902,                0.63652,                 2.4146,                   2.35,                  2.173,              0.0009044,              0.0009044,              0.0009044
                    168,                 2.0591,                 1.1216,                 1.9124,                0.89649,                0.85151,                0.90706,                0.62368,                 2.4873,                 2.1577,                 2.2226,              0.0008978,              0.0008978,              0.0008978
                    169,                 2.0247,                 1.0877,                 1.8858,                0.92107,                0.85223,                0.90715,                0.61761,                 2.5147,                 2.0214,                 2.2657,              0.0008912,              0.0008912,              0.0008912
                    170,                 2.0345,                 1.0876,                 1.8452,                0.91246,                0.85955,                0.91951,                 0.6296,                 2.4676,                 1.9238,                 2.2329,              0.0008846,              0.0008846,              0.0008846
                    171,                 2.0408,                 1.1316,                 1.8647,                 0.8954,                0.85393,                0.91108,                0.61596,                 2.5257,                 1.8993,                 2.2454,               0.000878,               0.000878,               0.000878
                    172,                 1.8666,                 1.0214,                 1.7901,                0.89081,                 0.8708,                0.91626,                 0.6406,                 2.3891,                 1.9426,                 2.1907,              0.0008714,              0.0008714,              0.0008714
                    173,                 2.0894,                 1.1389,                 1.9225,                0.89026,                0.86596,                0.91114,                0.61783,                  2.478,                   2.04,                 2.2359,              0.0008648,              0.0008648,              0.0008648
                    174,                 1.9528,                 1.0453,                 1.8319,                0.89211,                0.88258,                0.91983,                 0.6262,                 2.4788,                 1.9904,                 2.2232,              0.0008582,              0.0008582,              0.0008582
                    175,                 2.0118,                 1.1132,                 1.8799,                0.92887,                0.84364,                0.91846,                0.62613,                 2.4766,                 2.0763,                 2.2024,              0.0008516,              0.0008516,              0.0008516
                    176,                  1.912,                 1.0573,                 1.8578,                0.90387,                 0.8716,                0.91666,                 0.6215,                 2.5136,                 2.0595,                 2.2326,               0.000845,               0.000845,               0.000845
                    177,                  2.006,                 1.0904,                 1.8625,                 0.9042,                0.87487,                0.91764,                0.63108,                 2.4098,                   1.96,                 2.1953,              0.0008384,              0.0008384,              0.0008384
                    178,                 2.0747,                 1.1614,                 1.8861,                0.87514,                0.88595,                 0.9164,                0.62663,                  2.409,                 1.9883,                  2.189,              0.0008318,              0.0008318,              0.0008318
                    179,                 1.9906,                  1.092,                 1.9225,                0.91571,                0.85443,                0.91872,                0.63192,                 2.3983,                 1.9939,                  2.174,              0.0008252,              0.0008252,              0.0008252
                    180,                 1.9903,                 1.1432,                 1.8603,                0.91126,                0.86798,                0.92157,                0.63371,                 2.4451,                 2.1609,                 2.1596,              0.0008186,              0.0008186,              0.0008186
                    181,                 2.0068,                 1.0796,                 1.8314,                0.88411,                0.88202,                0.91328,                0.61382,                 2.5175,                 2.1731,                 2.2529,               0.000812,               0.000812,               0.000812
                    182,                  2.015,                 1.0856,                 1.8521,                0.89195,                0.85795,                0.91108,                0.62596,                 2.4263,                 2.1788,                 2.1977,              0.0008054,              0.0008054,              0.0008054
                    183,                  2.091,                 1.1531,                 1.9071,                0.89972,                0.84551,                0.90206,                0.60452,                 2.5103,                 2.1849,                 2.2508,              0.0007988,              0.0007988,              0.0007988
                    184,                  1.921,                 1.0801,                 1.8309,                0.88703,                0.86018,                0.91062,                0.62561,                  2.472,                 2.1672,                 2.2304,              0.0007922,              0.0007922,              0.0007922
                    185,                 2.0974,                  1.187,                  1.889,                0.90655,                0.85674,                0.91483,                 0.6192,                 2.5289,                 2.0942,                 2.2326,              0.0007856,              0.0007856,              0.0007856
                    186,                 2.0744,                  1.111,                 1.8651,                0.91012,                 0.8427,                0.91071,                0.63278,                  2.461,                 2.0841,                 2.2134,               0.000779,               0.000779,               0.000779
                    187,                 2.0346,                 1.1514,                 1.9127,                0.90156,                0.86798,                0.91135,                0.62781,                 2.4797,                 2.2852,                 2.2405,              0.0007724,              0.0007724,              0.0007724
                    188,                 1.9363,                 1.0959,                 1.8417,                0.91285,                0.85329,                0.91236,                0.63376,                 2.4394,                 2.3202,                 2.2106,              0.0007658,              0.0007658,              0.0007658
                    189,                 1.9103,                 1.1023,                  1.797,                0.90751,                0.85438,                0.91149,                0.63429,                 2.4513,                 2.3054,                 2.2025,              0.0007592,              0.0007592,              0.0007592
                    190,                 1.9967,                 1.0849,                 1.8728,                0.89934,                0.87843,                 0.9149,                0.63462,                 2.4458,                 2.0875,                 2.2397,              0.0007526,              0.0007526,              0.0007526
                    191,                 1.9195,                 1.0484,                  1.823,                0.89819,                0.84831,                0.91055,                0.63006,                 2.3733,                 2.1302,                 2.1945,               0.000746,               0.000746,               0.000746
                    192,                  2.053,                  1.128,                 1.9104,                0.88504,                 0.8764,                0.90993,                0.61099,                 2.4866,                 2.1626,                 2.2292,              0.0007394,              0.0007394,              0.0007394
                    193,                 2.0609,                 1.0846,                 1.8783,                0.91928,                0.86373,                0.91817,                0.63225,                 2.4074,                 2.0779,                 2.1959,              0.0007328,              0.0007328,              0.0007328
                    194,                 1.9188,                 1.0064,                 1.8597,                0.94017,                0.83861,                0.91245,                0.63205,                  2.444,                   2.11,                 2.1992,              0.0007262,              0.0007262,              0.0007262
                    195,                 1.9918,                 1.0647,                 1.8575,                0.89616,                0.87272,                0.90844,                0.63525,                 2.4436,                 2.2406,                 2.1976,              0.0007196,              0.0007196,              0.0007196
                    196,                 1.8625,                 1.0279,                 1.8316,                0.91704,                0.87079,                0.90742,                0.63385,                 2.4351,                 2.2464,                 2.1913,               0.000713,               0.000713,               0.000713
                    197,                 1.9213,                 1.0477,                 1.8102,                0.90678,                0.87442,                0.90587,                0.62488,                 2.4774,                  2.227,                 2.1949,              0.0007064,              0.0007064,              0.0007064
                    198,                 1.9405,                 1.0363,                 1.8341,                  0.931,                 0.8338,                0.90814,                0.62799,                 2.4204,                 2.3464,                 2.1579,              0.0006998,              0.0006998,              0.0006998
                    199,                 1.9071,                 1.0938,                 1.8406,                0.92619,                0.83427,                0.90999,                0.64141,                 2.3693,                 2.3283,                 2.1272,              0.0006932,              0.0006932,              0.0006932
                    200,                 1.8982,                 1.0704,                 1.7973,                 0.9278,                0.85393,                0.91684,                0.64534,                 2.3337,                 2.1509,                  2.148,              0.0006866,              0.0006866,              0.0006866
                    201,                 1.9956,                 1.0471,                 1.8407,                0.91866,                0.85393,                0.91935,                0.62705,                 2.4276,                 2.1717,                  2.186,                0.00068,                0.00068,                0.00068
                    202,                 1.8821,                 1.0508,                 1.8119,                0.89765,                0.86798,                0.91711,                 0.6419,                 2.4167,                  2.236,                 2.1854,              0.0006734,              0.0006734,              0.0006734
                    203,                  1.927,                 1.0342,                  1.802,                0.88547,                0.89607,                0.91937,                0.62844,                 2.4808,                 2.1697,                 2.2166,              0.0006668,              0.0006668,              0.0006668
                    204,                 1.9535,                 1.0592,                 1.8574,                0.90979,                0.87825,                0.92349,                0.64657,                 2.4091,                 2.0949,                 2.1801,              0.0006602,              0.0006602,              0.0006602
                    205,                 1.9663,                 1.0587,                 1.8784,                0.92375,                0.84551,                0.91442,                0.63082,                 2.3637,                 2.1332,                 2.1674,              0.0006536,              0.0006536,              0.0006536
                    206,                 1.9667,                 1.0483,                 1.8593,                0.90969,                 0.8771,                0.91556,                0.62929,                 2.3907,                 2.1697,                 2.1809,               0.000647,               0.000647,               0.000647
                    207,                 1.8864,                 1.0071,                 1.8631,                0.90037,                0.86798,                0.91682,                0.63308,                 2.4285,                 2.2128,                 2.2174,              0.0006404,              0.0006404,              0.0006404
                    208,                 1.9659,                 1.0899,                  1.874,                0.91732,                0.86798,                0.91761,                0.62729,                 2.4661,                 2.1799,                 2.2123,              0.0006338,              0.0006338,              0.0006338
                    209,                 1.8834,                 1.0245,                 1.8167,                0.91738,                0.85955,                0.91342,                0.61627,                 2.4508,                 2.2544,                 2.2276,              0.0006272,              0.0006272,              0.0006272
                    210,                 1.8647,                0.99868,                 1.8294,                0.92968,                0.86517,                0.92255,                0.62961,                  2.459,                  2.161,                 2.2273,              0.0006206,              0.0006206,              0.0006206
                    211,                 1.8162,                0.97847,                 1.7743,                0.93148,                 0.8783,                0.92866,                 0.6413,                 2.4491,                 2.0855,                 2.2257,               0.000614,               0.000614,               0.000614
                    212,                 1.9522,                 1.1088,                 1.8118,                0.92338,                 0.8736,                0.92207,                0.63301,                 2.4814,                 2.0267,                 2.2327,              0.0006074,              0.0006074,              0.0006074
                    213,                 1.9059,                 1.0122,                 1.8273,                0.91061,                0.86798,                0.92089,                0.63866,                 2.4211,                 2.1167,                 2.2004,              0.0006008,              0.0006008,              0.0006008
                    214,                 1.9436,                 1.0606,                   1.86,                0.90476,                0.88063,                0.91688,                 0.6346,                 2.3799,                 2.1977,                 2.1897,              0.0005942,              0.0005942,              0.0005942
                    215,                 1.9837,                 1.0431,                 1.9067,                0.92698,                0.85583,                0.91522,                0.63701,                 2.3765,                 2.2792,                 2.1907,              0.0005876,              0.0005876,              0.0005876
                    216,                 1.9205,                 1.0507,                 1.8467,                0.92349,                0.85955,                0.91379,                0.63976,                 2.3607,                 2.2153,                 2.1649,               0.000581,               0.000581,               0.000581
                    217,                 1.9691,                 1.0592,                 1.8469,                0.92528,                0.85393,                0.91737,                0.62786,                 2.4239,                 2.2318,                 2.1958,              0.0005744,              0.0005744,              0.0005744
                    218,                 1.9593,                 1.0446,                 1.8322,                0.86195,                 0.8945,                0.91354,                0.63953,                 2.3965,                 2.3343,                  2.161,              0.0005678,              0.0005678,              0.0005678
                    219,                 1.9126,                 1.0545,                 1.8321,                0.88184,                 0.8736,                0.91207,                0.63279,                 2.4229,                 2.1679,                 2.1786,              0.0005612,              0.0005612,              0.0005612
                    220,                 1.8853,                 1.0453,                 1.8172,                0.87035,                0.88627,                0.91596,                0.63878,                 2.3815,                 2.1723,                 2.1877,              0.0005546,              0.0005546,              0.0005546
                    221,                 1.8973,                 1.0528,                 1.8313,                0.86053,                0.88483,                 0.9115,                0.62804,                 2.4276,                  2.262,                 2.1982,               0.000548,               0.000548,               0.000548
                    222,                 1.8554,                 0.9793,                 1.7818,                0.89293,                 0.8736,                0.91723,                0.64338,                 2.4055,                 2.1203,                 2.1923,              0.0005414,              0.0005414,              0.0005414
                    223,                 1.8309,                  0.974,                 1.8355,                0.90708,                0.87752,                0.91998,                0.64032,                 2.4358,                 2.0981,                 2.2204,              0.0005348,              0.0005348,              0.0005348
                    224,                 1.8918,                 1.0448,                 1.8431,                0.90627,                0.83708,                0.91313,                0.63186,                 2.4118,                 2.1746,                  2.217,              0.0005282,              0.0005282,              0.0005282
                    225,                 1.8036,                0.95428,                  1.773,                0.87964,                0.86517,                0.91583,                0.63473,                 2.4297,                   2.17,                 2.2235,              0.0005216,              0.0005216,              0.0005216
                    226,                 1.8725,                0.98585,                 1.8378,                0.90125,                0.86517,                0.91705,                0.63822,                 2.4151,                 2.1003,                 2.2184,               0.000515,               0.000515,               0.000515
                    227,                 1.8479,                0.96752,                 1.7745,                0.89695,                0.86517,                0.91755,                0.62976,                 2.4788,                 2.1317,                 2.2532,              0.0005084,              0.0005084,              0.0005084
                    228,                 1.9064,                 1.0305,                 1.8615,                0.90708,                0.86798,                0.92065,                0.64448,                 2.4249,                 2.1193,                 2.2161,              0.0005018,              0.0005018,              0.0005018
                    229,                 1.9019,                 1.0258,                  1.802,                0.89583,                0.86968,                0.91913,                0.64341,                 2.3933,                 2.2423,                  2.188,              0.0004952,              0.0004952,              0.0004952
                    230,                  1.912,                 1.0062,                 1.8618,                  0.906,                0.86632,                0.92048,                0.64823,                 2.3861,                 2.1622,                 2.1884,              0.0004886,              0.0004886,              0.0004886
                    231,                 1.8499,                0.98246,                  1.775,                0.91622,                0.86018,                0.91799,                0.63498,                 2.4064,                 2.2175,                 2.1953,               0.000482,               0.000482,               0.000482
                    232,                 1.8414,                0.97579,                 1.8051,                0.91684,                0.88764,                0.92421,                0.64838,                 2.4272,                 2.1444,                   2.21,              0.0004754,              0.0004754,              0.0004754
                    233,                 1.9239,                 1.0477,                  1.818,                0.93676,                0.85674,                0.92271,                0.65086,                 2.4257,                 2.0687,                 2.2063,              0.0004688,              0.0004688,              0.0004688
                    234,                  1.804,                0.97282,                 1.7783,                0.91032,                0.88394,                0.92212,                0.64374,                 2.4335,                 2.1982,                 2.2152,              0.0004622,              0.0004622,              0.0004622
                    235,                 1.9015,                 1.0126,                 1.8358,                0.92515,                0.86799,                0.91799,                0.64571,                 2.4311,                 2.1713,                 2.2158,              0.0004556,              0.0004556,              0.0004556
                    236,                 1.8282,                0.95385,                 1.8328,                0.92292,                0.85674,                0.91819,                0.65277,                 2.3886,                 2.0397,                 2.2105,               0.000449,               0.000449,               0.000449
                    237,                 1.8369,                 0.9542,                 1.8001,                0.91445,                0.86517,                0.91794,                0.64417,                 2.4022,                 2.0817,                 2.2078,              0.0004424,              0.0004424,              0.0004424
                    238,                 1.8194,                 0.9802,                 1.8362,                0.91515,                0.86236,                0.92014,                0.65377,                 2.3778,                 2.1282,                 2.1906,              0.0004358,              0.0004358,              0.0004358
                    239,                 1.8613,                 1.0237,                 1.8289,                0.91493,                0.85674,                0.91758,                0.64214,                 2.4185,                 2.1715,                 2.2071,              0.0004292,              0.0004292,              0.0004292
                    240,                 1.8831,                 1.0533,                 1.8867,                0.91826,                  0.852,                0.91907,                0.64405,                 2.3838,                 2.2078,                 2.1723,              0.0004226,              0.0004226,              0.0004226
                    241,                 1.8927,                 1.0081,                 1.8149,                0.93199,                 0.8469,                0.91914,                0.63345,                 2.4361,                 2.2323,                 2.2046,               0.000416,               0.000416,               0.000416
                    242,                 1.8342,                0.99452,                 1.7976,                0.90286,                0.86159,                  0.918,                0.64247,                 2.4421,                 2.2006,                 2.2075,              0.0004094,              0.0004094,              0.0004094
                    243,                 1.8923,                 1.0426,                  1.821,                0.93233,                0.85148,                0.91928,                0.64026,                 2.4415,                 2.1509,                 2.2143,              0.0004028,              0.0004028,              0.0004028
                    244,                 1.8062,                  1.013,                  1.822,                0.91986,                0.87052,                0.91961,                 0.6411,                 2.3963,                 2.1844,                 2.1863,              0.0003962,              0.0003962,              0.0003962
                    245,                 1.8644,                 1.0151,                 1.8278,                0.90982,                0.87851,                0.91317,                0.64049,                 2.3816,                 2.1523,                 2.1847,              0.0003896,              0.0003896,              0.0003896
                    246,                 1.9104,                0.99602,                  1.868,                0.90148,                0.87921,                0.91616,                0.64694,                 2.3802,                 2.0502,                 2.1757,               0.000383,               0.000383,               0.000383
                    247,                 1.8407,                0.97992,                 1.7854,                0.87585,                0.87079,                0.91245,                0.63147,                  2.435,                 2.1183,                 2.2219,              0.0003764,              0.0003764,              0.0003764
                    248,                 1.7714,                0.95114,                 1.8057,                0.90952,                0.85393,                0.91816,                0.63025,                 2.4661,                 2.1902,                 2.2261,              0.0003698,              0.0003698,              0.0003698
                    249,                 1.7939,                0.94917,                 1.7733,                0.89441,                0.89045,                0.92547,                0.63519,                 2.4852,                 2.1222,                 2.2102,              0.0003632,              0.0003632,              0.0003632
                    250,                 1.7675,                 0.9439,                 1.7963,                0.90349,                 0.8678,                0.92184,                0.63744,                 2.4292,                 2.1096,                 2.1873,              0.0003566,              0.0003566,              0.0003566
                    251,                 1.8147,                0.97584,                 1.8297,                0.89924,                0.85235,                0.91529,                0.63022,                 2.4341,                 2.0771,                 2.1959,                0.00035,                0.00035,                0.00035
                    252,                 1.8256,                 0.9647,                 1.8145,                0.91179,                0.86798,                0.92392,                0.64304,                 2.4033,                 1.9993,                 2.1991,              0.0003434,              0.0003434,              0.0003434
                    253,                 1.7804,                0.93722,                 1.8083,                0.92688,                0.86517,                0.92242,                0.64387,                  2.391,                 2.0624,                 2.1957,              0.0003368,              0.0003368,              0.0003368
                    254,                 1.8428,                 1.0027,                 1.8435,                0.93512,                0.85024,                0.92012,                0.63747,                 2.4282,                 2.0871,                 2.2117,              0.0003302,              0.0003302,              0.0003302
                    255,                 1.8029,                 0.9657,                 1.8088,                0.90673,                0.87381,                0.92004,                0.65068,                 2.3438,                 2.1071,                 2.1775,              0.0003236,              0.0003236,              0.0003236
                    256,                 1.8166,                0.95273,                 1.8325,                0.92702,                0.86517,                0.92116,                0.65232,                 2.3637,                 2.1433,                   2.19,               0.000317,               0.000317,               0.000317
                    257,                 1.8369,                0.95346,                 1.8095,                0.93297,                0.86517,                0.91827,                0.64469,                 2.3799,                 2.1697,                 2.1711,              0.0003104,              0.0003104,              0.0003104
                    258,                 1.8162,                0.94194,                 1.8302,                 0.9022,                 0.8764,                 0.9197,                0.64148,                 2.4046,                 2.2189,                 2.1846,              0.0003038,              0.0003038,              0.0003038
                    259,                 1.7058,                 0.8667,                 1.7754,                0.90515,                0.88465,                0.92621,                0.64798,                 2.3642,                 2.2348,                 2.1764,              0.0002972,              0.0002972,              0.0002972
                    260,                 1.7825,                0.92785,                 1.7967,                0.92167,                0.85937,                0.92214,                0.64047,                 2.4097,                 2.2168,                 2.1993,              0.0002906,              0.0002906,              0.0002906
                    261,                 1.7804,                0.94159,                 1.8276,                0.91709,                0.87079,                0.92112,                0.64582,                 2.3789,                 2.2042,                 2.1825,               0.000284,               0.000284,               0.000284
                    262,                 1.7614,                0.92943,                 1.8047,                0.90978,                0.87806,                0.91747,                0.64665,                  2.383,                 2.1874,                 2.1883,              0.0002774,              0.0002774,              0.0002774
                    263,                 1.7923,                0.98099,                 1.8099,                0.91755,                0.87532,                0.92065,                0.63951,                 2.4151,                 2.1786,                 2.2053,              0.0002708,              0.0002708,              0.0002708
                    264,                 1.8341,                0.93466,                 1.8022,                0.92154,                0.86798,                0.92344,                0.65189,                 2.3631,                 2.1395,                 2.1879,              0.0002642,              0.0002642,              0.0002642
                    265,                 1.8026,                0.91821,                 1.8071,                0.93838,                0.85112,                 0.9185,                0.64607,                 2.4127,                 2.1875,                 2.2077,              0.0002576,              0.0002576,              0.0002576
                    266,                 1.8281,                  1.001,                 1.8318,                0.91674,                0.89698,                0.93077,                0.65268,                 2.3846,                 2.1341,                 2.1888,               0.000251,               0.000251,               0.000251
                    267,                 1.7325,                 0.9275,                  1.816,                0.94511,                0.84831,                0.92018,                0.65289,                 2.3521,                 2.1366,                 2.1787,              0.0002444,              0.0002444,              0.0002444
                    268,                 1.7221,                 0.9245,                  1.778,                0.93663,                0.87183,                 0.9192,                0.64098,                 2.4137,                 2.2274,                 2.2076,              0.0002378,              0.0002378,              0.0002378
                    269,                 1.7478,                0.93021,                 1.7554,                0.92396,                0.86798,                 0.9174,                0.64798,                  2.383,                 2.1714,                 2.1814,              0.0002312,              0.0002312,              0.0002312
                    270,                 1.7487,                0.91255,                 1.8032,                0.93064,                0.86686,                0.91768,                0.64267,                 2.3952,                   2.13,                 2.2055,              0.0002246,              0.0002246,              0.0002246
                    271,                 1.8026,                0.94509,                 1.8167,                0.92554,                0.87285,                0.92541,                0.64956,                 2.3725,                 2.1437,                 2.1985,               0.000218,               0.000218,               0.000218
                    272,                 1.7929,                0.92613,                  1.806,                0.92857,                0.86236,                0.91896,                0.64567,                 2.3694,                 2.1076,                 2.1864,              0.0002114,              0.0002114,              0.0002114
                    273,                  1.763,                0.93201,                 1.8156,                0.89964,                0.88134,                0.91837,                0.63755,                 2.3881,                 2.1749,                 2.1946,              0.0002048,              0.0002048,              0.0002048
                    274,                 1.7565,                0.90643,                 1.8143,                0.93372,                0.87079,                0.92452,                0.64467,                 2.3902,                 2.1532,                 2.2026,              0.0001982,              0.0001982,              0.0001982
                    275,                 1.7169,                0.90515,                  1.844,                0.95107,                0.85955,                0.92614,                 0.6494,                 2.3749,                 2.1586,                 2.1871,              0.0001916,              0.0001916,              0.0001916
                    276,                 1.7939,                0.92296,                 1.8438,                0.92776,                0.87079,                0.92075,                0.63726,                 2.3863,                 2.1558,                 2.2021,               0.000185,               0.000185,               0.000185
                    277,                 1.6699,                0.85849,                 1.7277,                0.91562,                 0.8839,                0.92338,                0.64792,                 2.3569,                 2.1343,                 2.1779,              0.0001784,              0.0001784,              0.0001784
                    278,                  1.688,                 0.8844,                 1.7217,                 0.9221,                0.86449,                0.92261,                0.64559,                 2.3612,                 2.1344,                 2.1875,              0.0001718,              0.0001718,              0.0001718
                    279,                 1.7444,                0.92419,                 1.7467,                0.91246,                0.87837,                0.92545,                0.65631,                 2.3378,                 2.1174,                 2.1812,              0.0001652,              0.0001652,              0.0001652
                    280,                 1.7891,                0.90969,                 1.8344,                0.90987,                 0.8764,                0.92409,                0.65092,                 2.3669,                 2.1255,                 2.2027,              0.0001586,              0.0001586,              0.0001586
                    281,                 1.7389,                0.88447,                 1.7494,                 0.9124,                0.87775,                0.92117,                0.64774,                  2.372,                 2.1093,                 2.1991,               0.000152,               0.000152,               0.000152
                    282,                 1.6083,                0.82676,                 1.7164,                 0.9241,                0.88921,                0.92749,                0.65502,                 2.3627,                 2.1274,                 2.1914,              0.0001454,              0.0001454,              0.0001454
                    283,                 1.7457,                0.92078,                 1.8181,                0.92334,                0.87079,                0.92714,                0.65621,                 2.3637,                 2.1158,                 2.1929,              0.0001388,              0.0001388,              0.0001388
                    284,                 1.6586,                0.87092,                 1.6897,                0.91007,                0.87921,                0.92356,                 0.6446,                 2.3859,                 2.1386,                 2.2083,              0.0001322,              0.0001322,              0.0001322
                    285,                 1.8174,                0.95977,                 1.8562,                0.93934,                0.86997,                0.92553,                0.64414,                 2.3842,                 2.1744,                  2.205,              0.0001256,              0.0001256,              0.0001256
                    286,                 1.7319,                0.90965,                  1.778,                0.93251,                0.87921,                0.92685,                0.64785,                 2.3781,                 2.1647,                 2.2037,               0.000119,               0.000119,               0.000119
                    287,                 1.6988,                0.89593,                 1.7861,                 0.9059,                0.89239,                0.92163,                0.64642,                 2.3666,                 2.1711,                  2.202,              0.0001124,              0.0001124,              0.0001124
                    288,                 1.7139,                0.87734,                  1.723,                0.91178,                0.89045,                0.92393,                0.64806,                 2.3693,                 2.1572,                 2.1995,              0.0001058,              0.0001058,              0.0001058
                    289,                 1.7729,                0.91848,                 1.8151,                0.92726,                0.88202,                0.92513,                0.64907,                 2.3554,                 2.1705,                 2.1923,               9.92e-05,               9.92e-05,               9.92e-05
                    290,                 1.7242,                0.90442,                 1.8006,                0.92199,                0.86517,                0.92297,                0.64662,                 2.3568,                 2.1838,                 2.1863,               9.26e-05,               9.26e-05,               9.26e-05
                    291,                 1.5778,                 0.8024,                 1.6665,                0.92704,                 0.8566,                0.91788,                0.63209,                 2.4397,                 2.1855,                 2.2268,                8.6e-05,                8.6e-05,                8.6e-05
                    292,                 1.5349,                0.75778,                 1.6645,                0.90758,                0.85517,                0.91767,                0.62247,                 2.4695,                 2.3129,                 2.2485,               7.94e-05,               7.94e-05,               7.94e-05
                    293,                 1.6088,                0.81159,                 1.6887,                0.92206,                 0.8427,                0.91193,                0.61704,                 2.5148,                 2.2981,                 2.2771,               7.28e-05,               7.28e-05,               7.28e-05
                    294,                 1.5596,                0.80479,                 1.7121,                0.92716,                0.85813,                0.91888,                0.63484,                 2.4214,                 2.2322,                 2.2195,               6.62e-05,               6.62e-05,               6.62e-05
